time,density,radius
0,0,0
1.00E-12,3.0897E-16,1.77255E-07
1.10E-11,3.5556E-15,1.77255E-07
1.11E-10,5.5969E-14,1.77255E-07
1.11E-09,6.8337E-12,1.77255E-07
1.11E-08,4.9587E-09,1.77255E-07
1.11E-07,4.8005E-06,1.77255E-07
1.11E-06,0.0047734,1.77255E-07
1.11E-05,4.6573,1.77255E-07
0.00011111,3710.5,1.77255E-07
0.0011111,890470,1.77255E-07
0.011111,77141000,1.77255E-07
0.11111,3965900000,1.7727E-07
1.1111,2.8424E+11,1.776E-07
2.1111,8.2635E+11,1.77985E-07
3.1111,1.3236E+12,1.78395E-07
4.1111,1.6068E+12,1.78805E-07
5.1111,1.6854E+12,1.792E-07
6.1111,1.6397E+12,1.7957E-07
7.1111,1.5391E+12,1.79915E-07
8.1111,1.4229E+12,1.8024E-07
9.1111,1.3087E+12,1.80545E-07
10.111,1.2029E+12,1.8084E-07
11.111,1.1071E+12,1.8112E-07
12.111,1.021E+12,1.81395E-07
13.111,9.4389E+11,1.81665E-07
14.111,8.7484E+11,1.81935E-07
15.111,8.1287E+11,1.822E-07
16.111,7.5715E+11,1.82465E-07
17.111,7.0692E+11,1.82735E-07
18.111,6.6152E+11,0.000000183
19.111,6.2038E+11,1.8327E-07
20.111,5.83E+11,1.8354E-07
21.111,5.4894E+11,1.83815E-07
22.111,5.1784E+11,1.8409E-07
23.111,4.8936E+11,1.8437E-07
24.111,4.6323E+11,1.8465E-07
25.111,4.392E+11,1.84935E-07
26.111,4.1706E+11,1.8522E-07
27.111,3.966E+11,1.85515E-07
28.111,3.7768E+11,1.85805E-07
29.111,3.6013E+11,1.86105E-07
30.111,3.4383E+11,1.86405E-07
31.111,3.2867E+11,1.86705E-07
32.111,3.1453E+11,1.87015E-07
33.111,3.0134E+11,1.87325E-07
34.111,2.89E+11,1.87635E-07
35.111,2.7745E+11,1.8795E-07
36.111,2.6662E+11,1.8827E-07
37.111,2.5645E+11,1.8859E-07
38.111,2.4689E+11,1.88915E-07
39.111,2.3789E+11,1.8924E-07
40.111,2.2941E+11,1.8957E-07
41.111,2.214E+11,1.89905E-07
42.111,2.1384E+11,1.9024E-07
43.111,2.0669E+11,1.90575E-07
44.111,1.9992E+11,1.90915E-07
45.111,1.935E+11,1.9126E-07
46.111,1.8741E+11,1.91605E-07
47.111,1.8163E+11,1.9195E-07
48.111,1.7614E+11,1.923E-07
49.111,1.7091E+11,1.9265E-07
50.111,1.6593E+11,1.93005E-07
51.111,1.6119E+11,1.9336E-07
52.111,1.5667E+11,1.93715E-07
53.111,1.5235E+11,1.94075E-07
54.111,1.4823E+11,1.94435E-07
55.111,1.4429E+11,1.948E-07
56.111,1.4052E+11,1.95165E-07
57.111,1.3691E+11,1.9553E-07
58.111,1.3345E+11,1.959E-07
59.111,1.3014E+11,1.9627E-07
60.111,1.2697E+11,1.9664E-07
61.111,1.2392E+11,1.97015E-07
62.111,1.2099E+11,1.97385E-07
63.111,1.1818E+11,1.9776E-07
64.111,1.1547E+11,1.9814E-07
65.111,1.1287E+11,1.9852E-07
66.111,1.1037E+11,1.98895E-07
67.111,1.0796E+11,1.9928E-07
68.111,1.0564E+11,1.9966E-07
69.111,1.034E+11,2.00045E-07
70.111,1.0124E+11,2.0043E-07
71.111,99156000000,2.00815E-07
72.111,97146000000,2.012E-07
73.111,95205000000,2.01585E-07
74.111,93330000000,2.01975E-07
75.111,91517000000,2.02365E-07
76.111,89764000000,2.02755E-07
77.111,88069000000,2.03145E-07
78.111,86428000000,2.03535E-07
79.111,84839000000,2.0393E-07
80.111,83301000000,2.04325E-07
81.111,81811000000,2.04715E-07
82.111,80366000000,2.0511E-07
83.111,78966000000,2.05505E-07
84.111,77607000000,2.059E-07
85.111,76290000000,2.063E-07
86.111,75011000000,2.06695E-07
87.111,73769000000,2.0709E-07
88.111,72563000000,2.0749E-07
89.111,71391000000,2.0789E-07
90.111,70253000000,2.08285E-07
91.111,69146000000,2.08685E-07
92.111,68070000000,2.09085E-07
93.111,67024000000,2.09485E-07
94.111,66006000000,2.09885E-07
95.111,65015000000,2.10285E-07
96.111,64050000000,2.10685E-07
97.111,63111000000,2.11085E-07
98.111,62196000000,2.11485E-07
99.111,61305000000,2.1189E-07
100.11,60436000000,2.1229E-07
101.11,59590000000,2.1269E-07
102.11,58764000000,2.13095E-07
103.11,57959000000,2.13495E-07
104.11,57174000000,2.13895E-07
105.11,56408000000,2.143E-07
106.11,55661000000,2.147E-07
107.11,54931000000,2.151E-07
108.11,54219000000,2.15505E-07
109.11,53523000000,2.15905E-07
110.11,52844000000,2.16305E-07
111.11,52180000000,2.1671E-07
112.11,51532000000,2.1711E-07
113.11,50898000000,2.1751E-07
114.11,50279000000,2.1791E-07
115.11,49673000000,2.18315E-07
116.11,49081000000,2.18715E-07
117.11,48501000000,2.19115E-07
118.11,47934000000,2.19515E-07
119.11,47380000000,2.19915E-07
120.11,46837000000,2.20315E-07
121.11,46306000000,2.20715E-07
122.11,45786000000,2.21115E-07
123.11,45277000000,2.21515E-07
124.11,44778000000,2.21915E-07
125.11,44290000000,2.2231E-07
126.11,43812000000,2.2271E-07
