time,density,radius
0,0,0
1.00E-12,4.62E-23,1.24E-47
1.10E-11,5.08E-21,1.37E-45
1.11E-10,5.13E-19,1.38E-43
1.11E-09,5.17E-17,1.39E-41
1.11E-08,2.82E-15,7.60E-40
1.11E-07,4.8189E-13,1.31E-37
1.11E-06,2.5067E-10,6.83E-35
1.11E-05,2.2959E-07,6.26E-32
0.00011111,0.00023545,6.41E-29
0.0011111,0.24047,6.54E-26
0.011111,230.88,2.71E-07
0.11111,169390,2.70E-07
1.1111,1.07E+08,2.70E-07
2.1111,4.57E+08,2.70E-07
3.1111,6.46E+08,2.70E-07
4.1111,9.18E+08,2.70E-07
5.1111,1.25E+09,2.70E-07
6.1111,1.64E+09,2.70E-07
7.1111,2.07E+09,2.70E-07
8.1111,2.54E+09,2.70E-07
9.1111,3.06E+09,2.70E-07
10.111,3.62E+09,2.70E-07
11.111,4.22E+09,2.70E-07
12.111,4.85E+09,2.70E-07
13.111,5525500000,2.70E-07
14.111,6232200000,2.70E-07
15.111,6973600000,2.70E-07
16.111,7747600000,2.70E-07
17.111,8552000000,2.70E-07
18.111,9387600000,2.70E-07
19.111,10250000000,2.70E-07
20.111,11143000000,2.71E-07
21.111,12064000000,2.71E-07
22.111,13012000000,2.71E-07
23.111,13986000000,2.71E-07
24.111,14985000000,2.71E-07
25.111,16007000000,2.71E-07
26.111,17051000000,2.71E-07
27.111,18119000000,2.71E-07
28.111,19208000000,2.71E-07
29.111,20318000000,2.71E-07
30.111,21447000000,2.71E-07
31.111,22596000000,2.71E-07
32.111,23764000000,2.71E-07
33.111,24949000000,2.72E-07
34.111,26151000000,2.72E-07
35.111,27369000000,2.72E-07
36.111,28604000000,2.72E-07
37.111,29852000000,2.72E-07
38.111,31116000000,2.72E-07
39.111,32395000000,2.72E-07
40.111,33686000000,2.72E-07
41.111,34991000000,2.72E-07
42.111,36307000000,2.72E-07
43.111,37636000000,2.73E-07
44.111,38976000000,2.73E-07
45.111,40326000000,2.73E-07
46.111,41687000000,2.73E-07
47.111,43059000000,2.73E-07
48.111,44438000000,2.73E-07
49.111,45826000000,2.73E-07
50.111,47223000000,2.73E-07
51.111,48626000000,2.73E-07
52.111,50036000000,2.74E-07
53.111,51453000000,2.74E-07
54.111,52876000000,2.74E-07
55.111,54306000000,2.74E-07
56.111,55743000000,2.74E-07
57.111,57184000000,2.74E-07
58.111,58630000000,2.74E-07
59.111,60081000000,2.74E-07
60.111,61536000000,2.75E-07
61.111,62994000000,2.75E-07
62.111,64456000000,2.75E-07
63.111,65919000000,2.75E-07
64.111,67386000000,2.75E-07
65.111,68854000000,2.75E-07
66.111,70324000000,2.75E-07
67.111,71795000000,2.75E-07
68.111,73268000000,2.76E-07
69.111,74741000000,2.76E-07
70.111,76214000000,2.76E-07
71.111,77687000000,2.76E-07
72.111,79159000000,2.76E-07
73.111,80632000000,2.76E-07
74.111,82103000000,2.76E-07
75.111,83572000000,2.77E-07
76.111,85041000000,2.77E-07
77.111,86507000000,2.77E-07
78.111,87972000000,2.77E-07
79.111,89434000000,2.77E-07
80.111,90894000000,2.77E-07
81.111,92351000000,2.77E-07
82.111,93805000000,2.78E-07
83.111,95255000000,2.78E-07
84.111,96703000000,2.78E-07
85.111,98146000000,2.78E-07
86.111,99586000000,2.78E-07
87.111,1.0102E+11,2.78E-07
88.111,1.0245E+11,2.78E-07
89.111,1.0388E+11,2.79E-07
90.111,1.053E+11,2.79E-07
91.111,1.0672E+11,2.79E-07
92.111,1.0813E+11,2.79E-07
93.111,1.0954E+11,2.79E-07
94.111,1.1094E+11,2.79E-07
95.111,1.1233E+11,2.79E-07
96.111,1.1372E+11,2.80E-07
97.111,1.1511E+11,2.80E-07
98.111,1.1648E+11,2.80E-07
99.111,1.1786E+11,2.80E-07
100.11,1.1922E+11,2.80E-07
101.11,1.2058E+11,2.80E-07
102.11,1.2193E+11,2.80E-07
103.11,1.2328E+11,2.81E-07
