time,density,radius
0,0,0
1.00E-12,2.9395E-14,1.77255E-07
1.10E-11,2.1341E-13,1.77255E-07
1.11E-10,2.1469E-12,1.77255E-07
1.11E-09,3.3346E-11,1.77255E-07
1.11E-08,4.0571E-09,1.77255E-07
1.11E-07,2.8861E-06,1.77255E-07
1.11E-06,0.0023314,1.77255E-07
1.11E-05,0.82857,1.77255E-07
0.00011111,109.31,1.77255E-07
0.0011111,11853,1.77255E-07
0.011111,98509,1.7726E-07
0.11111,45869000,1.7726E-07
1.1111,2530200000,1.7727E-07
2.1111,4079200000,1.77275E-07
3.1111,3977900000,1.77275E-07
4.1111,3533300000,1.77275E-07
5.1111,3123400000,1.77275E-07
6.1111,2779200000,1.7727E-07
7.1111,2491600000,1.7727E-07
8.1111,2249300000,1.7727E-07
9.1111,2043300000,1.7727E-07
10.111,1866300000,1.7727E-07
11.111,1713000000,1.7727E-07
12.111,1579200000,1.7727E-07
13.111,1461600000,1.7727E-07
14.111,1358300000,1.7727E-07
15.111,1265700000,1.77265E-07
16.111,1183100000,1.77265E-07
17.111,1108900000,1.77265E-07
18.111,1042000000,1.77265E-07
19.111,981510000,1.77265E-07
20.111,926550000,1.77265E-07
21.111,876470000,1.77265E-07
22.111,830690000,1.77265E-07
23.111,788710000,1.77265E-07
24.111,750110000,1.77265E-07
25.111,714540000,1.77265E-07
26.111,681660000,1.77265E-07
27.111,651220000,1.77265E-07
28.111,622950000,1.77265E-07
29.111,596670000,1.77265E-07
30.111,572180000,1.77265E-07
31.111,549310000,1.77265E-07
32.111,527920000,1.77265E-07
33.111,507880000,1.77265E-07
34.111,489080000,1.77265E-07
35.111,471420000,1.77265E-07
36.111,454790000,1.77265E-07
37.111,439120000,1.77265E-07
38.111,424340000,1.77265E-07
39.111,410370000,1.77265E-07
40.111,397150000,1.77265E-07
41.111,384630000,1.77265E-07
42.111,372770000,1.77265E-07
43.111,361500000,1.77265E-07
44.111,350800000,1.77265E-07
45.111,340620000,1.77265E-07
46.111,330930000,1.77265E-07
47.111,321700000,1.77265E-07
48.111,312890000,1.77265E-07
49.111,304480000,1.77265E-07
50.111,296450000,1.7726E-07
51.111,288770000,1.7726E-07
52.111,281420000,1.7726E-07
53.111,274390000,1.7726E-07
54.111,267650000,1.7726E-07
55.111,261180000,1.7726E-07
56.111,254980000,1.7726E-07
57.111,249020000,1.7726E-07
58.111,243290000,1.7726E-07
59.111,237790000,1.7726E-07
60.111,232500000,1.7726E-07
61.111,227400000,1.7726E-07
62.111,222490000,1.7726E-07
63.111,217760000,1.7726E-07
64.111,213200000,1.7726E-07
65.111,208800000,1.7726E-07
66.111,204560000,1.7726E-07
67.111,200460000,1.7726E-07
68.111,196500000,1.7726E-07
69.111,192670000,1.7726E-07
70.111,188970000,1.7726E-07
71.111,185390000,1.7726E-07
72.111,181920000,1.7726E-07
73.111,178560000,1.7726E-07
74.111,175310000,1.7726E-07
75.111,172160000,1.7726E-07
76.111,169110000,1.7726E-07
77.111,166150000,1.7726E-07
78.111,163280000,1.7726E-07
79.111,160490000,1.7726E-07
80.111,157780000,1.7726E-07
81.111,155150000,1.7726E-07
82.111,152600000,1.7726E-07
83.111,150120000,1.7726E-07
84.111,147710000,1.7726E-07
85.111,145360000,1.7726E-07
86.111,143080000,1.7726E-07
87.111,140860000,1.7726E-07
88.111,138700000,1.7726E-07
89.111,136600000,1.7726E-07
90.111,134550000,1.7726E-07
91.111,132550000,1.7726E-07
92.111,130610000,1.7726E-07
93.111,128710000,1.7726E-07
94.111,126860000,1.7726E-07
95.111,125060000,1.7726E-07
96.111,123300000,1.7726E-07
97.111,121590000,1.7726E-07
98.111,119910000,1.7726E-07
99.111,118280000,1.7726E-07
100.11,116680000,1.7726E-07
101.11,115130000,1.7726E-07
102.11,113600000,1.7726E-07
103.11,112120000,1.7726E-07
104.11,110660000,1.7726E-07
105.11,109240000,1.7726E-07
106.11,107860000,1.7726E-07
