GP_p3_stress_yy,GP_p3_stress_yy_std
10386.745295341,65.430406846484
10340.356873491,63.794257110669
10262.588844513,66.394410887171
10599.04053582,65.533279315892
10541.940136832,66.470273647646
10274.73928987,63.421587279627
10502.512149353,64.218632877247
10189.984595124,62.057999680733
10229.242571263,64.734331011762
10785.999093432,63.034393621735
10557.510104924,65.488121816725
10236.801996902,64.592857724963
10395.620457679,60.743317559887
10390.98833976,66.434897021046
10685.040075801,66.693469220257
10220.936544429,62.893462679247
10648.655820848,65.066212406763
10511.294086432,66.658983028365
10405.778903092,65.319490670271
10503.846829706,66.215864063899
10387.220207928,63.324840732658
10303.122686456,62.81752291404
10479.46885281,63.094161017841
10484.072249798,63.129732752967
10371.687646388,64.999491075352
10343.005723188,64.616187943595
10273.817813307,64.701963440868
10274.407487382,62.778848991935
10226.94737215,64.557495628746
10519.564477422,65.999495026142
10255.698404373,66.161386402986
10374.629372088,65.292104347425
10628.9283894,66.093701722208
10312.709851879,62.419857305436
10246.456783222,62.344126712537
10355.966947065,65.14541020712
10335.730887093,66.678007022093
10668.289804734,67.211600642443
10249.409527073,65.699369908794
10298.367788533,66.844028779981
10159.141132219,60.464804671188
10280.247481047,63.065199935036
10352.869396977,65.234987586767
10271.925712131,61.379682211797
10336.709436215,59.398365892546
10378.359393624,65.396677250913
10535.121566974,66.813494438862
10644.019657278,66.493788853971
10587.400491536,66.825401552583
10287.464817204,61.74503316294
10335.295520033,60.309356044413
10407.814438084,63.492092827605
10489.602032981,63.083282411228
10721.116733208,66.927409828209
11003.887704548,65.800024532107
10489.318875408,65.201106276078
10342.678705382,65.872801976175
10260.376790965,60.595774388778
10228.325847746,66.68975409365
10437.277864558,64.273589757148
10463.588987552,65.109010684741
10264.667665632,65.904471455225
10356.716708941,63.63586986432
10285.029813275,64.378946952081
10321.787516779,61.908276362399
10817.03792621,65.662513341321
10396.596652274,66.515378245691
10406.665975657,65.747530481055
10530.452376715,67.146190029686
10348.015069571,64.171790206325
10367.394099231,63.41819612846
10262.760077728,65.570346539242
10328.050048361,64.344362697046
10210.240830404,62.805734293886
10341.613585051,61.811892258163
10435.963315138,66.429855345806
10341.164917909,61.261169776961
10272.841876167,62.151678864966
10261.621949753,66.509615904052
10503.833026766,66.744862651607
10378.908802288,64.741245557818
10401.986642733,65.340840238973
10326.394177621,64.894536013532
10222.766917116,65.863750382613
10350.908293926,64.662221440252
10549.479559986,66.201992554878
10421.403116946,64.968179867632
10510.547993046,64.286104076577
10268.111664022,65.45435001478
10203.453270325,64.443120213934
10332.404630089,63.746556424003
10470.28575649,59.083231719748
10286.683889123,64.944447635902
10517.521661874,65.385946710958
10381.689515045,65.565902247765
10330.37350821,64.936733230007
10289.366571067,62.687145130758
10305.909992779,66.353997775826
10423.419721611,64.484871989485
10640.421376088,66.44912608522
