GP_p4_stress_yy,GP_p4_stress_yy_std
10226.415326334,93.845808432851
10379.14941907,84.026675173784
10264.894580025,84.635763201818
10260.608219989,92.971323188188
10259.570000495,89.007406875563
10315.185280929,82.971757057525
10451.135321789,88.860370872693
10197.659007472,70.585552960252
10169.654223552,81.749821432366
10386.550146852,68.345436080089
10793.571687154,89.386362226135
10294.106238007,79.951657725192
10442.784698064,67.248230222133
10244.928617589,89.197970862552
10922.802589879,93.456734873085
10165.955989103,78.205146717233
10381.439647277,89.408818477773
10423.89771637,92.291771704552
10500.416288728,87.5432933524
10645.527636352,84.338011207572
10485.390387045,77.130776371988
10262.930953184,72.84234138935
10498.520388907,71.07350450702
10551.646405304,84.803249702255
10233.824934444,81.306018076731
10424.480562245,80.700855949973
10338.177195704,74.92484177676
10300.26498797,84.761616274073
10235.701975469,84.851593777806
10560.830676163,85.768931271118
10288.405786221,86.499728147501
10236.821449267,89.185356139076
10797.155658586,93.919446253221
10281.178094908,66.303287845175
10259.178646554,83.284244898732
10366.427499442,81.889466076759
10318.556338822,91.712730150025
10415.052840468,93.564200672127
10257.406499759,80.050934551543
10265.608013245,86.581699915056
10126.507544425,56.326261594981
10294.020649313,85.382550234309
10299.745393135,81.384312576968
10310.319131039,68.18767512608
10398.33051928,62.678612662494
10251.004640801,79.361609205568
10644.246091758,92.204912005488
10760.462787536,89.934831622208
10776.49319792,93.05342314243
10157.653668752,55.938159802333
10398.041739893,62.800347768903
10379.890983121,71.98549476167
10564.038019088,75.380321641406
10993.415359315,94.152104610396
10511.95824112,87.835276579748
10311.703618072,81.550970102258
10277.745309875,83.923164466761
10270.808960122,58.661243689441
10251.199951142,88.701624214108
10584.812533448,91.348597451695
10455.125269731,88.922781829397
10163.31417963,91.00999636708
10409.051536676,83.342313905485
10403.08628954,80.052539273131
10371.00187821,69.856365424495
10406.696249543,87.034928195804
10543.694854499,91.349429810223
10283.054433451,89.431399740334
10342.258504508,93.113760423117
10461.054413584,86.007170015316
10253.552118604,87.891346169702
10182.427452824,85.134783094925
10260.004160713,89.247502555587
10175.539536553,76.306497156738
10445.96171956,84.969904737863
10438.66364226,91.944878819217
10421.802590374,78.331806270704
10224.098713117,69.340074259777
10337.482149965,85.593094199784
10413.866337676,93.297865424503
10253.430336232,78.361601359893
10474.798035541,85.592913087314
10445.364317807,90.340521101919
10230.227341728,88.050221261291
10381.555999912,87.726467826636
10626.172571681,88.161880906601
10217.834647521,92.072833594325
10630.085205133,87.538345486736
10220.198115638,90.015368449326
10209.030646088,80.512194141533
10426.461943342,87.170408247371
10512.105119472,60.979615390425
10230.040220268,87.438232399531
10687.452107349,86.5809185915
10229.043246332,85.517188201411
10450.548995171,87.822229237442
10225.913784253,66.580742002201
10274.446694742,88.44327838902
10436.395831233,83.47442334819
10384.696314078,90.489713096948
