GP_p7_stress_yy,GP_p7_stress_yy_std
10381.293143174,67.784763736287
10343.310220835,66.12857025773
10265.437287933,68.63177961478
10585.061058665,67.863920740199
10547.852791104,68.720813340405
10276.7458276,65.764901897977
10498.603868332,66.552974950191
10192.067425423,64.315919280622
10231.032000368,67.008372944697
10774.227200609,65.247886209104
10565.183612024,67.78669840041
10239.17785148,66.868941888236
10389.98456399,63.047388203994
10396.356740798,68.687677823847
10662.591555613,68.989027802205
10223.218867711,65.221529690689
10636.40174277,67.384541872596
10513.934961525,68.960069346431
10412.128429815,67.654492590296
10505.866052247,68.449038654672
10389.023344479,65.580495273438
10302.400082433,65.122421114607
10475.150345188,65.344994025781
10479.029470736,65.473976891959
10372.242679906,67.224566400675
10342.076351779,66.874203156494
10276.915866198,66.926556797624
10277.795206729,65.134884540841
10229.248804142,66.852486192868
10522.207191726,68.252421675903
10255.390380897,68.426536389885
10379.506860458,67.589720988356
10637.100985278,68.41358168733
10314.559024316,64.6295907829
10248.411662544,64.714620889774
10356.871845095,67.423963741644
10338.558492624,68.954590758336
10684.990648901,69.477964839403
10248.848846137,67.9540129857
10299.182274597,69.100818668253
10161.251581873,62.709679128021
10283.789017534,65.435063978318
10355.563147618,67.480575865275
10273.479867109,63.685874757564
10335.80940839,61.699961461814
10378.96639005,67.615960927636
10545.02477639,69.088837730694
10650.723213145,68.760502787749
10575.476868913,69.106621043711
10288.843070454,63.916904537405
10334.393987785,62.590881903315
10407.743671711,65.700029877275
10485.244396333,65.349851848862
10711.523694419,69.211790255754
11004.947684883,68.054797781295
10485.133536896,67.431353826095
10345.251037235,68.149358365767
10262.589188626,62.852768756321
10230.345130263,68.942916289081
10440.90190274,66.647486591822
10463.395711724,67.421502736444
10267.866560001,68.209533979946
10361.442289856,65.936160523413
10288.448960292,66.63874788488
10324.567905598,64.222497651227
10825.358633006,67.916242677759
10391.28661992,68.803883949876
10400.914027977,68.055763083841
10540.213814665,69.426644489929
10348.837253146,66.503625986682
10365.538211793,65.787834923454
10262.32949748,67.823162992623
10327.424328921,66.712219857053
10212.393678228,65.105015136243
10340.788971092,64.184114642342
10438.907511521,68.715401361318
10340.27799929,63.594671805152
10272.623135327,64.424080607516
10264.633804639,68.753176704976
10499.055939176,69.035158955316
10379.493895643,66.964093501535
10396.678393271,67.629100631988
10329.505218936,67.23857975623
10224.866673018,68.161084339804
10350.13438545,66.999794916333
10535.76369296,68.481284012897
10414.671082389,67.337832615264
10515.136493433,66.644321143332
10267.966414378,67.753875875702
10205.244171293,66.714590800157
10331.467029388,66.072866888141
10465.475733931,61.390672881254
10286.23475212,67.267368582879
10512.950262245,67.651719218749
10381.945149428,67.834180108692
10333.492118378,67.25991118908
10291.277295604,64.931471682522
10306.635284725,68.627238947196
10419.204090282,66.766257681445
10646.914166839,68.714124643127
