GP_p5_stress_yy,GP_p5_stress_yy_std
10369.671236032,64.787571593025
10328.303593133,63.261081027557
10252.281425595,66.028118034286
10576.861579331,64.95609099894
10529.124547369,66.05963815639
10262.594379926,62.864401786364
10484.670604402,63.668822006041
10179.784068009,61.782114428434
10218.478511166,64.313229290041
10764.130277662,62.835754346717
10544.068052948,64.983341585924
10225.474529347,64.179014836408
10379.84113451,60.367191152299
10379.346840992,66.02265879657
10653.370632762,66.159730988233
10210.566765359,62.38383052738
10624.714440233,64.52799741666
10498.322266563,66.11242564345
10394.075061575,64.731035030221
10489.885370334,65.865228829637
10374.298257817,63.013837364976
10290.729893968,62.36405015461
10462.402522063,62.802860409211
10466.139636466,62.590091168461
10358.952807987,64.699752754606
10329.535100949,64.24787484418
10263.575772524,64.410856314175
10264.006858667,62.209761656383
10214.613154727,64.093976098896
10506.181142588,65.593245381076
10243.678898613,65.725914894749
10362.919736764,64.791790167259
10615.989342512,65.517818459426
10301.045935914,62.2384793277
10234.74338951,61.764075651589
10342.33916192,64.679057641593
10323.84292845,66.199198420222
10656.201091971,66.745325478574
10238.232403658,65.303510698837
10286.422722199,66.408328884536
10150.856514976,60.245269085246
10270.065065516,62.453680724903
10340.694160944,64.889803320443
10259.180882208,60.96762135798
10323.369898997,59.093054510386
10365.305489448,65.114444298661
10523.876436563,66.331723490018
10629.210563323,66.039458228141
10564.900368134,66.332183537077
10277.260709457,61.665219939108
10321.908900278,60.010620237216
10395.034535382,63.276437627723
10472.065941266,62.720422297803
10697.276186264,66.42451487925
10979.241115304,65.406929416575
10473.111346821,64.8722749587
10331.111406659,65.404571206073
10248.640846137,60.328068951097
10216.986323015,66.270974176079
10425.281641657,63.615549778209
10449.645068784,64.584711525826
10253.982025325,65.37170723698
10345.330397514,63.18682853136
10273.391343886,64.00220831933
10309.261408981,61.529084282826
10800.365187459,65.27475899339
10379.653989617,66.010179784773
10390.168244362,65.204418771299
10518.928142565,66.639859898401
10335.01235315,63.618269018592
10354.156673438,62.796759126755
10250.586276878,65.189630991342
10314.857662009,63.693580225129
10201.059269101,62.371406660614
10327.861283871,61.277612560168
10423.396185153,65.935449136343
10327.709110931,60.839313688231
10260.299508882,61.826467402741
10250.943026273,66.117772909172
10486.697678247,66.22463895787
10365.73565152,64.462766846138
10385.201333581,64.871483984618
10313.831422581,64.286171107352
10211.885040446,65.349597083635
10337.377363606,64.088274751966
10527.067489262,65.727299882364
10405.427635321,64.297828760063
10498.017367353,63.668014153788
10255.350029586,64.945948845947
10193.148731533,64.037679089146
10318.824863485,63.244210098226
10452.751964647,58.770495750578
10274.213906736,64.391224889176
10499.732495268,64.980067672717
10368.799388108,65.138226230735
10317.695969844,64.380423118857
10278.578444108,62.391083889992
10294.020329526,65.882609071349
10407.170198619,64.05121062674
10626.375803119,66.005080770013
