data:max_stress_xx:value,data:max_stress_yy:value,data:max_vonmises_stress:value,data:p1_stress_xx:value,data:p1_stress_yy:value,data:p1_vonmises_stress:value,data:p2_stress_xx:value,data:p2_stress_yy:value,data:p2_vonmises_stress:value,data:p3_stress_xx:value,data:p3_stress_yy:value,data:p3_vonmises_stress:value,data:p4_stress_xx:value,data:p4_stress_yy:value,data:p4_vonmises_stress:value,data:p5_stress_xx:value,data:p5_stress_yy:value,data:p5_vonmises_stress:value,data:p6_stress_xx:value,data:p6_stress_yy:value,data:p6_vonmises_stress:value,data:p7_stress_xx:value,data:p7_stress_yy:value,data:p7_vonmises_stress:value,data:p8_stress_xx:value,data:p8_stress_yy:value,data:p8_vonmises_stress:value,data:p9_stress_xx:value,data:p9_stress_yy:value,data:p9_vonmises_stress:value
11071.17766,19854.28876,27367.50258,-1042.91166,3254.678342,3901.791831,1400.41783,8634.781601,7990.721719,-6.775329928,9806.147781,9809.406083,0.020003461,9792.910666,9792.893872,0.023986492,9793.927951,9793.91502,-0.034492986,9795.483642,9795.514116,-6.66035415,9805.48614,9808.708208,1364.601508,8690.27148,8055.162561,-1058.949685,3242.601581,3905.147448
11351.64517,20607.13067,28286.30369,-1032.282162,3380.564859,4021.635884,1468.466683,8456.35322,7790.873932,-7.386336457,9678.397632,9681.777029,0.096435376,9655.706412,9655.622853,-0.059152238,9660.696872,9660.724458,-0.135418132,9666.641489,9666.759116,-7.375440139,9678.6552,9682.018131,1479.234178,8439.556404,7771.499306,-1027.294116,3383.973828,4020.132773
11130.72153,20117.47893,27664.31081,-1052.676561,3282.302176,3942.105954,1386.008142,8562.634901,7920.180546,-7.137960837,9691.985653,9695.346742,0.005050504,9676.836017,9676.83196,-0.012182801,9677.322991,9677.327577,-0.032010411,9678.584378,9678.612479,-7.150037421,9692.303522,9695.658362,1400.414725,8539.761016,7893.859023,-1045.982794,3287.143528,3940.492783
11362.28652,20740.18772,28435.86127,-1046.349657,3351.707417,4003.173194,1439.198745,8578.247278,7920.717366,-7.254526084,9764.63495,9768.057853,-0.237166298,9760.860029,9761.066227,-0.007753001,9749.894163,9749.896578,0.211135706,9739.696548,9739.513878,-7.351655555,9765.972128,9769.393814,1502.050123,8482.773922,7809.93637,-1018.146712,3372.428893,3996.192337
11243.80427,20186.32443,27817.28805,-1042.296753,3339.805447,3986.179848,1444.307783,8595.212992,7936.92808,-7.136428614,9796.492814,9799.884766,0.014519789,9781.80071,9781.788588,0.011724055,9782.629873,9782.622789,-0.0345278,9784.116734,9784.147152,-7.093130365,9796.129541,9799.512475,1426.183861,8623.008846,7969.169263,-1050.497489,3333.658205,3988.005242
11832.53773,21945.78578,29970.00492,-1007.355903,3596.336689,4221.910349,1589.786151,8311.306726,7610.920791,-7.271541039,9632.294337,9635.375916,-0.12925876,9613.249713,9613.360602,-0.248801511,9608.297154,9608.418266,0.053474273,9604.635316,9604.587631,-7.172557818,9632.717414,9635.728151,1604.592098,8288.599476,7584.997952,-1000.311851,3601.584271,4220.004198
11054.32879,19604.6143,27115.4716,-1059.973575,3237.385415,3897.853608,1369.818207,8792.502789,8156.998859,-6.144296609,9920.706167,9923.735641,0.004550417,9911.166836,9911.163387,0.034808082,9911.375285,9911.357322,-0.011774498,9911.938704,9911.949409,-6.188435178,9920.861879,9923.909288,1379.990678,8776.981338,8138.818784,-1055.504516,3240.781952,3896.959375
11295.10959,20646.97151,28348.05069,-1061.92955,3330.160255,3993.856714,1408.573738,8704.642437,8055.495405,-6.839868644,9847.991823,9851.304803,-0.00955714,9836.609781,9836.618592,0.028268157,9836.213366,9836.198348,-0.00369676,9836.33303,9836.336759,-6.722117597,9847.287384,9850.564423,1370.199855,8765.05376,8125.657061,-858.1657595,3746.219051,4200.54369
11181.349,20414.23594,27987.02993,-1063.077394,3229.47755,3894.998776,1352.917986,8744.977078,8114.223389,-6.401548674,9846.262079,9849.393509,-0.389021052,9854.326419,9854.664325,0.030676648,9835.966667,9835.950673,0.37895953,9818.037452,9817.709342,-6.318647294,9845.930061,9849.029024,1333.499462,8774.855769,8148.820255,-1071.728699,3221.998089,3895.748746
11373.95645,20686.15096,28389.22363,-1038.280142,3374.6787,4019.0994,1462.562432,8530.034184,7866.056017,-7.352348193,9744.488232,9747.923752,-0.064142458,9731.483993,9731.540313,-0.015696008,9728.715382,9728.72174,0.036126352,9726.751275,9726.720612,-7.350452133,9744.371024,9747.81038,1457.206819,8538.47524,7875.857861,-1040.776683,3373.138126,4020.00984
10950.88609,19789.95304,27222.79482,-1075.359183,3129.237529,3806.764689,1276.858481,8867.759622,8260.613342,-5.594377953,9891.766112,9894.554191,-0.248607242,9895.737026,9895.953043,0.033459785,9883.962127,9883.944996,0.243471389,9872.473334,9872.262648,-5.642826772,9891.926473,9894.734644,1287.909784,8850.089212,8240.002276,-1070.387802,3132.868859,3805.705401
11254.90718,20560.51993,28192.92816,-1053.590055,3320.519909,3981.474913,1403.085617,8549.865134,7901.629655,-7.274682433,9688.436551,9691.841568,-0.052078895,9675.092846,9675.138544,-0.03047103,9672.957382,9672.970976,0.02044094,9671.674814,9671.657581,-7.294109432,9689.814129,9693.174272,1463.260665,8456.042061,7793.665412,-1025.889777,3341.118163,3975.123148
11315.88544,20521.06862,28199.0403,-1051.337612,3331.322475,3984.862335,1428.549795,8667.612658,8013.480296,-6.923441478,9845.964528,9849.300106,0.131787219,9827.307085,9827.193403,0.024237011,9833.609631,9833.596559,-0.146720298,9840.466717,9840.594547,-6.901703275,9845.80603,9849.13633,1419.955054,8681.132631,8029.287702,-1055.300356,3328.901939,3986.293733
10893.76282,19371.02604,26772.72469,-1070.472398,3127.100239,3798.375591,1290.026331,8922.333045,8312.547578,-5.210999484,9973.264466,9975.88528,0.071419003,9963.160897,9963.099384,0.031950264,9966.503146,9966.486903,-0.074258475,9970.053524,9970.118298,-5.253920747,9973.379289,9976.019043,1299.180305,8908.001421,8295.707911,-1066.458877,3130.048412,3797.525141
11263.03031,20506.73752,28167.76166,-1070.002246,3297.726436,3968.930658,1378.345354,8749.360687,8108.929034,-6.62554424,9857.54589,9860.776913,-0.04118545,9848.569645,9848.605981,0.03053841,9846.657982,9846.641942,0.029658196,9845.221417,9845.196321,-6.619418868,9857.506865,9860.736173,1376.125561,8752.943706,8113.114036,-1071.051275,3297.113753,3969.325859
11174.56165,20534.9287,28128.95331,-862.6270763,3662.127546,4122.128447,1326.579137,8749.539482,8123.975595,-6.574650921,9799.381413,9802.583683,0.204332183,9778.765312,9778.588603,0.024350523,9788.486936,9788.473845,-0.218630029,9798.742386,9798.932539,-6.819158949,9800.89009,9804.164983,1407.864785,8621.488242,7975.412847,-1040.799228,3262.519537,3907.678006
10788.28023,19387.53004,26728.13809,-1069.750141,3020.740226,3692.262424,1230.838142,9085.272737,8497.621985,-3.939578939,10095.26869,10097.30036,-0.079902739,10095.0111,10095.08071,0.019414271,10091.18486,10091.17517,0.080076225,10087.42948,10087.36044,-3.72820145,10094.87445,10096.80534,1184.988083,9158.208245,8583.866535,-1089.547018,3006.023756,3696.029296
11166.98717,20474.00374,28071.62085,-1090.00677,3186.395613,3874.0768,1292.164675,8964.217003,8351.937254,-5.291793685,9983.900153,9986.567094,-0.038222378,9979.018233,9979.052631,0.031483304,9977.152057,9977.136286,0.036168201,9975.496751,9975.466667,-5.328096368,9984.012367,9986.694533,1300.902623,8950.072248,8335.286346,-1084.926543,3188.680209,3871.834758
11322.87682,20642.21917,28356.21523,-1058.046598,3336.138389,3994.730841,1422.946042,8725.254621,8072.548025,-6.726121151,9890.797685,9894.07138,0.10649307,9874.522001,9874.430194,0.031924307,9879.586671,9879.569936,-0.117562182,9885.114353,9885.216805,-6.588004105,9890.133241,9893.358122,1384.577797,8784.578348,8141.715889,-1075.582319,3323.297861,3998.780355
11178.61601,20326.8962,27925.19905,-1072.127365,3255.594306,3929.393266,1351.129978,8762.818837,8130.887146,-6.459636796,9845.946937,9849.107195,-0.136524628,9842.003736,9842.122654,0.031759222,9835.577046,9835.560443,0.126074221,9829.59436,9829.485551,-6.415776785,9845.737031,9848.881685,1339.073448,8781.8969,8153.019872,-860.1403714,3680.415149,4136.46252
11024.33498,19839.93683,27322.47694,-1044.511402,3224.014991,3873.114792,1380.483095,8649.165404,8011.279275,-6.643471667,9802.630419,9805.836507,0.040609478,9788.948449,9788.91374,0.026463744,9790.924018,9790.909913,-0.053730092,9793.404327,9793.451446,-6.49407265,9801.816526,9804.973748,1335.469639,8719.707491,8093.174174,-1064.752032,3209.019754,3877.503966
10875.37697,19512.00723,26898.19104,-1053.779726,3130.599034,3788.199029,1316.349464,8789.932744,8172.662892,-5.797692209,9884.092439,9886.962052,-0.004543696,9875.787898,9875.792416,0.033737793,9875.552291,9875.535009,-0.000857174,9875.615184,9875.616503,-5.591474769,9883.412692,9886.196569,1269.963246,8863.218306,8258.169193,-1074.300135,3115.145584,3792.167707
10755.38,18984.8523,26282.09894,-1064.043042,3053.05538,3719.555158,1258.580413,8982.756378,8385.141328,-4.607847994,10022.22298,10024.56631,0.026401359,10015.57746,10015.55502,0.026599465,10016.78376,10016.77036,-0.027393076,10018.12392,10018.1481,-4.604120384,10022.21238,10024.55414,1257.553488,8984.479595,8387.186938,-1064.511937,3052.866587,3719.80769
11277.11347,20743.59374,28424.28791,-863.3485222,3711.900406,4171.17325,1347.664457,8789.06518,8156.70921,-6.540709974,9850.153319,9853.355925,-0.035875193,9841.371955,9841.403781,0.030026718,9839.710472,9839.694707,0.024261442,9838.527949,9838.50763,-6.709739243,9851.065081,9854.323276,1398.877908,8708.253922,8062.775794,-1059.007588,3300.268606,3961.139399
11389.76796,20568.86365,28273.2203,-1031.689499,3397.075522,4035.851213,1483.052207,8489.205234,7819.618625,-7.422086847,9727.718641,9731.148661,0.174019839,9702.266587,9702.115822,-0.034682574,9710.826339,9710.841879,-0.207527278,9720.270489,9720.450732,-7.42739164,9727.881452,9731.307895,1490.135914,8478.560755,7807.358731,-1028.501039,3399.682325,4035.323281
10912.29871,19527.73144,26941.90287,-1060.621262,3134.955664,3797.377595,1311.265318,8866.918054,8251.131737,-5.442619547,9950.369556,9953.091511,0.099565534,9938.295889,9938.209995,0.032792759,9942.972153,9942.955449,-0.103037006,9947.879799,9947.969554,-5.297805457,9949.96231,9952.621163,1280.210573,8915.58775,8308.208371,-1074.262477,3124.80639,3800.141681
11356.49336,21036.30281,28754.2983,-847.980607,3740.332604,4185.888845,1381.565035,8699.151651,8057.203898,-6.905110036,9803.780166,9807.116261,-0.043347231,9793.659499,9793.698508,0.021374421,9791.678308,9791.666876,0.028495863,9790.2653,9790.241999,-6.891914134,9803.651077,9806.985351,1374.828426,8710.076271,8069.916496,-852.4616041,3738.039646,4187.873565
11088.95522,19674.76246,27186.50916,-1047.251223,3264.158682,3914.655053,1399.827281,8664.316954,8019.898057,-6.727486012,9829.864249,9833.111757,-0.05670761,9820.631941,9820.681641,0.025567157,9818.019645,9818.005934,0.042741157,9815.934304,9815.897755,-6.752622362,9829.993509,9833.249592,1406.965092,8653.470252,8007.27688,-1044.107763,3266.623563,3914.08209
11194.99382,20222.96582,27829.78516,-1065.094019,3283.274139,3950.434642,1378.00444,8722.339364,8082.406799,-6.678192666,9838.27925,9841.52292,0.020105318,9825.991788,9825.974964,0.027471948,9826.995248,9826.980655,-0.03319121,9828.509328,9828.538725,-6.74970756,9838.668553,9841.935679,1399.485741,8688.982603,8043.638187,-1055.340005,3290.544812,3948.326104
10315.18088,18056.33606,25092.33945,-1079.767635,2777.051537,3464.753269,1048.050783,9481.728539,8961.423439,-1.718621179,10318.25619,10319.18797,-0.017819484,10318.15379,10318.16928,0.003798027,10317.29763,10317.29578,0.018256022,10316.44125,10316.42548,-1.970664571,10318.5232,10319.5854,1125.556792,9359.112788,8814.642871,-1048.953486,2803.463393,3462.671128
11209.05499,20305.16612,27901.60254,-1053.055169,3290.68351,3948.231952,1397.571987,8628.518503,7983.414812,-6.976481597,9774.567168,9777.902448,-0.135011006,9767.736083,9767.85374,0.013810327,9761.48967,9761.481631,0.11620128,9755.875151,9755.774899,-6.975650444,9774.595202,9777.928716,1399.028208,8625.97944,7980.417354,-1052.326788,3290.816863,3947.654234
11253.02761,20358.07377,28004.3828,-1059.097449,3323.996633,3986.674494,1405.602782,8653.421821,8004.884921,-7.026984053,9795.160331,9798.527909,-0.025813978,9783.277223,9783.300114,0.015330966,9782.183133,9782.174321,0.007156187,9781.720376,9781.71467,-7.063489512,9795.464243,9798.839511,1420.889327,8629.619191,7977.309274,-1052.071195,3329.155116,3985.041328
11469.17046,20819.9041,28592.45788,-1032.366696,3435.99468,4076.087658,1498.692251,8481.792787,7807.032987,-7.515967329,9726.622257,9730.079435,-0.134962727,9715.0635,9715.180722,-0.044953194,9709.087227,9709.107787,0.09868877,9704.037804,9703.952329,-7.516620693,9726.627152,9730.084516,1498.89361,8481.522336,7806.730587,-1032.28211,3436.115481,4076.126986
10739.42747,19196.22029,26501.1563,-1067.570549,2988.374835,3658.040056,1216.690804,9156.774752,8575.32863,-3.437677163,10162.26097,10164.05244,0.063654777,10156.06241,10156.00761,0.014379809,10159.04725,10159.04013,-0.063052783,10162.07212,10162.12711,-3.250110227,10161.95698,10163.65689,1173.65868,9224.606833,8655.93886,-1085.780977,2974.626697,3661.279922
11140.07793,20186.13196,27762.18136,-1077.97338,3215.819084,3892.854963,1326.815227,8884.832534,8261.596508,-5.736592877,9949.203364,9952.064412,-0.000771005,9941.302075,9941.303583,0.034314371,9941.231334,9941.213877,-0.003701471,9941.441406,9941.445454,-5.789799452,9949.372573,9952.255999,1338.701365,8866.276525,8239.862391,-1072.633961,3219.748567,3891.708441
10954.50219,19799.28036,27252.42597,-1086.419314,3117.075944,3803.344694,1254.773582,8979.289842,8379.412654,-4.991138862,9971.943272,9974.467404,0.088165687,9961.648212,9961.572226,0.030573413,9965.778742,9965.76326,-0.090282267,9970.092397,9970.171109,-4.95675034,9971.860582,9974.36899,1248.144357,8989.673702,8391.532046,-881.028551,3545.772013,4020.261088
11287.61736,20328.58798,27986.62095,-1045.824161,3356.561806,4007.504118,1442.583847,8575.553158,7916.827063,-7.258839425,9765.052712,9768.476782,-0.031014523,9751.536059,9751.563342,-0.004376786,9750.291317,9750.292042,0.005743069,9749.800695,9749.796093,-7.30507476,9765.664537,9769.089174,1471.328234,8531.601699,7865.939806,-1032.798683,3366.317021,4004.525297
11086.98159,19953.75906,27477.05654,-1064.009338,3220.235847,3886.03547,1348.551095,8772.532988,8142.98554,-6.232515592,9871.974578,9875.036781,0.058841372,9859.488725,9859.438338,0.033505892,9862.270826,9862.253496,-0.067038807,9865.437921,9865.496692,-6.159704119,9871.689043,9874.722748,1330.984334,8799.945542,8174.886169,-1071.900739,3214.122591,3887.436312
11000.45908,19874.69431,27325.66859,-1067.567044,3171.442267,3843.158239,1308.878054,8742.604261,8124.404546,-6.298226694,9798.030975,9801.108464,-0.176900003,9796.165565,9796.319596,0.029421768,9787.842807,9787.827373,0.166004257,9779.971067,9779.827655,-6.34733698,9798.248678,9801.344517,1321.219252,8723.251424,8102.053885,-1062.045296,3176.083596,3842.565189
11237.03615,20210.65181,27839.23039,-1045.833395,3318.219912,3966.313726,1432.710967,8658.607726,8004.041506,-6.880417463,9851.294064,9854.610041,0.045803398,9836.81488,9836.775709,0.025974972,9839.046038,9839.032117,-0.059949977,9841.812162,9841.864696,-6.809890762,9850.901277,9854.194557,1411.13121,8691.607456,8042.505275,-1055.507023,3311.078461,3968.550122
11083.8898,20151.28291,27672.5213,-1077.034708,3154.182183,3830.66366,1294.728951,8944.115071,8332.70626,-5.195115331,9986.865985,9989.485585,0.269301274,9967.561255,9967.328355,0.0304977,9980.264165,9980.248747,-0.271630267,9993.160335,9993.396337,-5.034914929,9986.480072,9989.026459,1263.893277,8991.639197,8388.279528,-880.265203,3574.848561,4047.583352
11323.49622,20841.912,28532.85246,-1068.975995,3303.361674,3974.721581,1379.699578,8713.820015,8072.787528,-6.819961617,9820.836022,9824.139398,0.215749513,9798.817164,9798.630676,0.023672286,9809.085357,9809.072595,-0.230663008,9819.907028,9820.107695,-6.878420674,9821.277419,9824.594528,1403.236396,8676.303943,8029.130846,-1057.963793,3310.407602,3971.158765
11099.8091,20232.20985,27784.11086,-1086.320777,3177.373036,3862.782519,1289.889717,8930.892048,8318.833042,-5.472697527,9951.494562,9954.23858,-0.047833381,9946.519939,9946.562231,0.03356064,9944.216687,9944.199656,0.044052161,9942.170047,9942.132686,-5.707682802,9952.21031,9955.054355,1341.963793,8849.122848,8222.989748,-1063.00175,3194.268943,3857.562185
10974.37096,19770.52511,27215.59683,-1070.630228,3144.163259,3816.628865,1295.303602,8859.259744,8246.950566,-5.621069977,9908.042538,9910.843419,0.128067385,9894.155455,9894.04499,0.033664829,9900.182471,9900.165286,-0.132676625,9906.484124,9906.599746,-5.556995781,9907.856154,9910.629113,1282.331715,8879.40263,8270.391594,-1076.322747,3139.254031,3817.091343
10502.52348,18461.43409,25583.89668,-1046.137039,2932.361364,3586.562968,1212.654294,9016.020234,8436.978026,-3.975388025,10046.89166,10048.93404,0.055627824,10040.01519,10039.96726,0.020145051,10042.61205,10042.60195,-0.055687083,10045.28673,10045.33529,-3.775908137,10046.52375,10048.47076,1170.459316,9082.736208,8515.696737,-1063.66081,2918.467933,3589.059685
11602.13437,21492.27124,29358.37098,-1020.914229,3495.848017,4132.325847,1525.217141,8335.003433,7652.386645,-7.290921175,9594.906388,9598.061392,0.025719778,9570.424234,9570.401013,-0.198388984,9572.595468,9572.691721,-0.092328871,9575.987424,9576.066667,-7.356006226,9594.604365,9597.806958,1514.364529,8352.162416,7671.949381,-793.793059,3909.684226,4314.686001
10897.57081,19629.05581,27055.8607,-1076.222743,3108.415281,3784.955612,1269.444236,8973.518422,8370.435028,-4.881152373,9998.444676,10000.9174,-0.018831639,9993.42812,9993.444866,0.02894457,9992.494382,9992.479755,0.017293826,9991.71925,9991.70468,-4.706040932,9998.021081,10000.41446,1232.998684,9031.53363,8438.519976,-885.4763499,3527.713074,4006.286916
11047.76063,19802.85117,27308.21249,-879.4715573,3596.029742,4067.404741,1275.715201,8987.893092,8380.401894,-5.14227342,9992.73615,9995.332382,-0.153401299,9993.585898,9993.71941,0.032215326,9986.287778,9986.271438,0.150576418,9979.203134,9979.073154,-5.537457479,9993.770567,9996.542763,1357.341463,8862.164789,8232.675984,-1055.355653,3190.71952,3845.960783
11339.90642,20533.63385,28217.79069,-1040.482324,3358.877735,4003.741743,1456.242138,8578.080865,7916.174831,-7.224992367,9789.928578,9793.34733,-0.099846571,9780.055625,9780.14283,0.00540631,9775.510689,9775.50671,0.077846221,9771.664711,9771.597796,-7.211237379,9789.750875,9793.169463,1447.543688,8591.638941,7931.960048,-1044.477962,3356.303982,4005.078832
10795.06045,19303.62827,26622.139,-1070.683611,3027.112894,3700.325609,1230.060392,9029.413219,8440.821323,-4.331688656,10033.43732,10035.65187,0.107219032,10023.54007,10023.44775,0.023926475,10028.56916,10028.5572,-0.10756063,10033.70884,10033.80269,-4.33448374,10033.42758,10035.64445,1228.910911,9032.057349,8444.027658,-1071.393594,3027.730263,3701.603319
11585.05243,21382.93364,29229.18046,-1029.380864,3465.937125,4106.185083,1509.270896,8423.837172,7745.758114,-7.524425356,9671.663089,9675.047739,-0.05783475,9654.193968,9654.244519,-0.107961538,9652.082357,9652.134098,0.008718496,9651.053015,9651.04582,-7.440741135,9672.56411,9675.866794,1544.535512,8369.791209,7683.65652,-1012.998916,3477.991932,4101.924953
11211.00851,20473.11389,28108.47322,-866.3696994,3681.603156,4141.619715,1332.537151,8856.085697,8229.520198,-6.071986619,9910.246613,9913.254889,-0.153642903,9908.639356,9908.773061,0.034937762,9901.366255,9901.348241,0.14643082,9894.449219,9894.322762,-6.201415773,9910.749008,9913.807884,1364.521255,8805.720827,8170.714097,-1069.204756,3260.551433,3929.733961
11260.64375,20492.25437,28132.8127,-1058.133626,3302.393484,3963.852585,1397.28506,8665.351827,8019.806068,-6.908063751,9804.386449,9807.709501,0.116920874,9786.321968,9786.221158,0.020437291,9791.938636,9791.927406,-0.133271346,9798.138989,9798.255175,-6.906215146,9804.339589,9807.66373,1394.794725,8669.557579,8024.749114,-1059.352597,3301.978652,3964.621931
10912.51113,19712.34811,27126.63245,-1081.392892,3067.442919,3748.903923,1237.274885,9055.979814,8463.95309,-4.351955881,10048.74966,10050.97735,0.250913436,10032.07668,10031.85951,0.024008688,10043.9193,10043.90723,-0.251590153,10055.87376,10056.09212,-4.3273602,10048.68625,10050.90321,1230.864107,9066.747344,8476.708022,-1084.362302,3066.063756,3750.303073
10860.80493,19408.54896,26764.73375,-1064.57076,3073.355588,3740.297888,1268.628831,8945.803736,8344.237696,-4.880259803,9990.590173,9993.058082,0.170630814,9976.512354,9976.364998,0.028723615,9984.542938,9984.528451,-0.172291269,9992.739653,9992.889572,-4.889650836,9990.590142,9993.063705,1268.445382,8947.047548,8345.821516,-1064.89037,3074.466291,3741.709123
11248.61058,20310.46042,27962.04478,-1069.123679,3291.732938,3960.003818,1383.357421,8808.889665,8167.878517,-6.292990169,9930.421565,9933.522614,0.02750187,9919.523244,9919.500004,0.034897172,9920.821107,9920.80308,-0.035381632,9922.497817,9922.52909,-6.379782157,9930.755722,9933.890823,1404.53292,8776.404719,8129.83009,-1059.626071,3298.664246,3957.79501
10694.43864,19128.89989,26402.0675,-1085.029357,2987.094524,3674.737245,1177.49074,9095.786703,8523.226087,-4.020732506,10028.26591,10030.33316,0.033598604,10022.44844,10022.41967,0.022866306,10023.99865,10023.98717,-0.03393156,10025.64705,10025.67682,-4.217223903,10028.66704,10030.8265,1218.634112,9029.700965,8445.498195,-1067.19688,3000.676182,3671.686306
11301.95821,20584.65706,28271.99513,-1070.761942,3306.499998,3977.364598,1384.591789,8777.399831,8135.382338,-6.513404367,9892.095742,9895.287197,0.054084237,9879.170741,9879.124523,0.033125945,9881.741528,9881.724304,-0.063768074,9884.74245,9884.798413,-6.494336138,9892.021213,9895.20511,1380.220319,8784.017072,8143.056672,-1072.718548,3304.772976,3977.507662
11670.26621,21660.99342,29565.64491,-1027.07956,3493.96298,4132.343453,1525.667528,8419.425365,7736.755422,-7.57639679,9680.789016,9684.189663,-0.349212629,9676.714723,9677.017476,-0.108165485,9660.878372,9660.930058,0.299105202,9646.135661,9645.875897,-7.536331536,9681.108172,9684.473824,1538.185062,8399.776898,7714.08483,-1021.12131,3497.712067,4130.131071
10304.94466,18170.84785,25164.80057,-897.1935166,3165.258795,3665.498274,1020.887258,9417.831456,8905.542316,-1.921506908,10221.30083,10222.33422,-0.089135808,10224.34191,10224.41928,0.004979788,10220.09776,10220.09534,0.089675856,10215.85683,10215.77925,-2.023521545,10221.4186,10222.50439,1047.848646,9373.608284,8853.206067,-1067.659337,2751.902718,3431.200406
11149.58281,20136.30583,27716.24338,-1054.318538,3262.066147,3917.933823,1389.986947,8731.302389,8089.78036,-6.45567656,9880.013462,9883.168742,0.113510487,9864.195242,9864.097371,0.033203368,9869.57117,9869.553918,-0.122639174,9875.356747,9875.463643,-6.2492514,9879.150513,9882.227396,1337.80384,8812.400969,8184.294538,-1077.850641,3244.386377,3922.764427
11113.11903,19966.84006,27488.05341,-1037.871199,3277.219132,3921.855795,1413.091782,8539.746248,7891.54274,-7.084008591,9720.970821,9724.303938,-0.168647506,9714.122291,9714.268983,-0.003264389,9706.373503,9706.373736,0.144366769,9699.353048,9699.22816,-7.059861125,9720.665551,9723.99778,1398.6859,8562.136804,7917.394139,-1044.385517,3272.321732,3923.263248
10834.17851,19333.91053,26722.35331,-1090.616547,3075.657828,3765.117986,1226.778366,9088.417443,8498.677528,-4.310175654,10058.26657,10060.47538,-0.04491259,10055.70636,10055.7456,0.025545926,10053.53836,10053.52549,0.04416038,10051.48939,10051.45144,-4.674526082,10059.02987,10061.40896,1301.853589,8971.838444,8361.02686,-1058.309419,3100.656407,3759.693753
11078.10816,19762.28709,27262.24749,-1038.95853,3251.980076,3894.996175,1407.629474,8632.55116,7986.869763,-6.757509794,9818.320928,9821.571973,0.130657018,9799.921847,9799.809037,0.024395157,9806.164561,9806.151422,-0.144992439,9812.941082,9813.067346,-6.700249338,9818.004778,9821.23732,1390.213056,8659.266875,8017.994836,-1046.650075,3246.300586,3896.754
11280.71532,20581.11607,28218.51382,-1050.320612,3308.429356,3963.71645,1410.153022,8604.449453,7955.813857,-7.082974483,9762.423578,9765.794755,0.192139051,9739.556251,9739.390251,0.009626409,9748.771098,9748.765138,-0.212254839,9758.646733,9758.831533,-7.020383241,9761.90215,9765.259721,1384.743288,8643.753321,8001.087292,-1061.91077,3298.959886,3965.393238
11377.67101,21053.30926,28780.78546,-1037.603785,3343.751284,3985.287574,1455.751241,8585.919423,7924.874865,-7.139311643,9804.333859,9807.728413,0.176041641,9782.071263,9781.919437,0.015095657,9790.502698,9790.494116,-0.194207409,9799.561592,9799.730881,-6.987285545,9803.024072,9806.388982,1389.21818,8689.643523,8045.382903,-1069.2195,3322.649679,3994.541651
10873.72256,19301.35235,26674.25238,-1064.788331,3118.960553,3785.883057,1293.213939,8878.40339,8267.809903,-5.397261188,9939.380966,9942.08113,0.087130673,9927.980845,9927.905775,0.032922072,9932.068947,9932.05217,-0.090823311,9936.397045,9936.476262,-5.436634578,9939.485146,9942.202867,1301.023138,8866.446867,8253.829022,-1061.441416,3121.831767,3785.584377
10998.58785,19743.70932,27206.9924,-1045.467466,3186.735052,3834.804159,1366.699623,8754.229084,8121.809397,-6.064410734,9904.819038,9907.806487,-0.163407967,9903.290913,9903.433089,0.034159681,9895.553001,9895.535424,0.156980169,9888.143644,9888.00802,-5.845403757,9904.075322,9906.972706,1316.7588,8831.368674,8212.110186,-1067.326231,3170.35264,3839.300653
11468.32786,21145.43786,28905.6129,-1035.253347,3407.504194,4052.706056,1472.570558,8445.917886,7778.555698,-7.456472737,9660.021715,9663.413493,-0.296156296,9655.066718,9655.323727,-0.07757459,9641.614475,9641.651148,0.253008425,9629.16989,9628.950347,-7.444728054,9660.040666,9663.424892,1473.442492,8444.046598,7776.272808,-1034.728013,3407.091859,4051.750328
11167.05929,20252.30973,27859.4277,-1056.03234,3264.03655,3920.403985,1391.565001,8769.792635,8127.889095,-6.272280019,9920.263415,9923.349107,0.004891961,9910.357745,9910.354053,0.035017465,9910.580448,9910.562402,-0.011973249,9911.156537,9911.167465,-6.03111236,9919.374859,9922.36417,1334.225848,8858.690425,8231.841913,-1081.816461,3245.009719,3926.034875
10905.36922,19488.16571,26897.33375,-1086.789516,3056.004453,3740.85026,1225.826034,9172.318112,8585.270598,-3.679525681,10154.21647,10156.12708,0.088503764,10146.503,10146.42682,0.017444655,10150.6571,10150.64846,-0.087983891,10154.86881,10154.94554,-3.782905041,10154.38405,10156.34547,1246.74753,9140.733335,8547.815686,-1078.083498,3063.915931,3740.596415
11012.06857,19921.66175,27396.65585,-1072.68026,3169.091994,3844.073332,1303.172368,8813.668874,8197.568295,-5.990679222,9861.56997,9864.528134,0.075905259,9849.003518,9848.938351,0.033269526,9852.58857,9852.571395,-0.083593449,9856.542822,9856.615971,-6.163812942,9862.25525,9865.280478,1346.261547,8745.636103,8118.253442,-1053.35746,3183.073634,3839.671181
11301.25322,20788.42475,28469.06164,-846.9788733,3739.100665,4185.382795,1380.546376,8661.11839,8018.852487,-7.067027013,9763.289287,9766.674172,-0.128460441,9756.093082,9756.205022,0.00843685,9750.184392,9750.178941,0.107501317,9744.951764,9744.859021,-7.150572443,9764.262763,9767.653794,1427.76924,8586.498295,7932.577528,-1046.422436,3328.910333,3980.353317
