time,density,radius
0,0,0
1.00E-12,5.56E-21,1.52E-45
1.10E-11,7.00E-18,1.91E-42
1.11E-10,7.15E-15,1.95E-39
1.11E-09,7.17E-12,1.96E-36
1.11E-08,7.17E-09,1.96E-33
1.11E-07,4.7709E-06,1.30E-30
1.11E-06,0.0047694,1.30E-27
1.11E-05,4.7734,1.30E-24
0.00011111,4449.9,2.73E-07
0.0011111,1277100,2.73E-07
0.011111,184010000,2.73E-07
0.10001,3.65E+10,2.73E-07
0.66361,8.05E+12,2.73E-07
1.6636,1.09E+14,2.77E-07
2.6636,3.42E+14,2.83E-07
3.6636,6.35E+14,2.88E-07
4.6636,9.28E+14,2.93E-07
5.6636,1.20E+15,2.98E-07
6.6636,1.45E+15,3.02E-07
7.6636,1.68E+15,3.06E-07
8.6636,1.88E+15,3.09E-07
9.6636,2.07E+15,3.12E-07
10.664,2.23E+15,3.15E-07
11.664,2.38E+15,3.18E-07
12.664,2.51E+15,3.21E-07
13.664,2.64E+15,3.24E-07
14.664,2.74E+15,3.26E-07
15.664,2.84E+15,3.28E-07
16.664,2.94E+15,3.31E-07
17.664,3.02E+15,3.33E-07
18.664,3.09E+15,3.35E-07
19.664,3.16E+15,3.37E-07
20.664,3.23E+15,3.39E-07
21.664,3.29E+15,3.41E-07
22.664,3.34E+15,3.42E-07
23.664,3.39E+15,3.44E-07
24.664,3.44E+15,3.46E-07
25.664,3.48E+15,3.47E-07
26.664,3.52E+15,3.49E-07
27.664,3.56E+15,3.50E-07
28.664,3.59E+15,3.52E-07
29.664,3.63E+15,3.53E-07
30.664,3.66E+15,3.55E-07
31.664,3.68E+15,3.56E-07
32.664,3.71E+15,3.57E-07
33.664,3.74E+15,3.59E-07
34.664,3.76E+15,3.60E-07
35.664,3.78E+15,3.61E-07
36.664,3.80E+15,3.62E-07
37.664,3.82E+15,3.63E-07
38.664,3.84E+15,3.65E-07
39.664,3.86E+15,3.66E-07
40.664,3.88E+15,3.67E-07
41.664,3.89E+15,3.68E-07
42.664,3.91E+15,3.69E-07
43.664,3.92E+15,3.70E-07
44.664,3.93E+15,3.71E-07
45.664,3.95E+15,3.72E-07
46.664,3.96E+15,3.73E-07
47.664,3.97E+15,3.74E-07
48.664,3.98E+15,3.74E-07
49.664,3.99E+15,3.75E-07
50.664,4.00E+15,3.76E-07
51.664,4.01E+15,3.77E-07
52.664,4.02E+15,3.78E-07
53.664,4.03E+15,3.79E-07
54.664,4.04E+15,3.7952E-07
55.664,4.05E+15,3.80E-07
56.664,4.05E+15,3.81E-07
57.664,4.06E+15,3.82E-07
58.664,4.07E+15,3.83E-07
59.664,4.07E+15,3.83E-07
60.664,4.08E+15,3.84E-07
61.664,4.09E+15,3.85E-07
62.664,4.09E+15,3.85E-07
63.664,4.10E+15,3.86E-07
64.664,4.10E+15,3.87E-07
65.664,4.11E+15,3.87E-07
66.664,4.11E+15,3.88E-07
67.664,4.12E+15,3.89E-07
68.664,4.12E+15,3.89E-07
69.664,4.13E+15,3.90E-07
70.664,4.13E+15,3.91E-07
71.664,4.13E+15,3.91E-07
72.664,4.14E+15,3.91765E-07
73.664,4.14E+15,3.92E-07
74.664,4.15E+15,3.93E-07
75.664,4.15E+15,3.93E-07
76.664,4.15E+15,3.94E-07
77.664,4.16E+15,3.95E-07
78.664,4.16E+15,3.95E-07
79.664,4.16E+15,3.96E-07
80.664,4.16E+15,3.96E-07
81.664,4.17E+15,3.97E-07
82.664,4.17E+15,3.97E-07
83.664,4.17E+15,3.98E-07
84.664,4.17E+15,3.98E-07
85.664,4.18E+15,3.99E-07
86.664,4.18E+15,3.99E-07
87.664,4.18E+15,4.00E-07
88.664,4.18E+15,4.00E-07
89.664,4.19E+15,4.01E-07
90.664,4.19E+15,4.01E-07
91.664,4.19E+15,4.02E-07
92.664,4.19E+15,4.02E-07
93.664,4.19E+15,4.02E-07
94.664,4.19E+15,4.03E-07
95.664,4.20E+15,4.03E-07
96.664,4.20E+15,4.04E-07
97.664,4.20E+15,4.04E-07
98.664,4.20E+15,4.05E-07
99.664,4.20E+15,4.05E-07
100.66,4.20E+15,4.05E-07
101.66,4.20E+15,4.06E-07
102.66,4.21E+15,4.06E-07
103.66,4.21E+15,4.07E-07
104.66,4.21E+15,4.07E-07
105.66,4.21E+15,4.07E-07
106.66,4.21E+15,4.08E-07
107.66,4.21E+15,4.08E-07
108.66,4.21E+15,4.08E-07
109.66,4.21E+15,4.09E-07
110.66,4.21E+15,4.09E-07
111.66,4.22E+15,4.10E-07
112.66,4.22E+15,4.10E-07
113.66,4.22E+15,4.10E-07
114.66,4.22E+15,4.11E-07
115.66,4.22E+15,4.11E-07
116.66,4.22E+15,4.11E-07
117.66,4.22E+15,4.12E-07
118.66,4.22E+15,4.12E-07
119.66,4.22E+15,4.12E-07
120.66,4.22E+15,4.13E-07
121.66,4.22E+15,4.13E-07
122.66,4.22E+15,4.13E-07
123.66,4.22E+15,4.14E-07
124.66,4.23E+15,4.14E-07
125.66,4.23E+15,4.14E-07
126.66,4.23E+15,4.14E-07
127.66,4.23E+15,4.15E-07
