time,density,radius
0,0,0
1.00E-12,3.2182E-16,1.77255E-07
1.10E-11,5.5279E-15,1.77255E-07
1.11E-10,6.8226E-13,1.77255E-07
1.11E-09,4.958E-10,1.77255E-07
1.11E-08,4.8016E-07,1.77255E-07
1.11E-07,0.00047851,1.77255E-07
1.11E-06,0.47718,1.77255E-07
1.11E-05,465.34,1.77255E-07
0.00011111,347480,1.77255E-07
0.0011111,67163000,1.77255E-07
0.011111,4860200000,1.77255E-07
0.11111,2.939E+11,1.77385E-07
0.5333,5.3013E+12,1.78575E-07
1.5333,1.5782E+13,1.82325E-07
2.5333,1.3565E+13,1.8659E-07
3.5333,1.0509E+13,1.90375E-07
4.5333,8.3085E+12,1.9387E-07
5.5333,6.7319E+12,1.97235E-07
6.5333,5.5814E+12,2.00535E-07
7.5333,4.7209E+12,2.03795E-07
8.5333,4.0619E+12,2.07025E-07
9.5333,3.5464E+12,2.1023E-07
10.533,3.1357E+12,2.1341E-07
11.533,2.8029E+12,2.1655E-07
12.533,2.5293E+12,2.19655E-07
13.533,2.3015E+12,2.22715E-07
14.533,2.1096E+12,2.2573E-07
15.533,1.9462E+12,2.28695E-07
16.533,1.8059E+12,2.31605E-07
17.533,1.6844E+12,2.34455E-07
18.533,1.5783E+12,2.3725E-07
19.533,1.4851E+12,2.3998E-07
20.533,1.4027E+12,2.42655E-07
21.533,1.3294E+12,2.45265E-07
22.533,1.2638E+12,2.47815E-07
23.533,1.205E+12,2.503E-07
24.533,1.1518E+12,2.5273E-07
25.533,1.1037E+12,2.55095E-07
26.533,1.0599E+12,2.57405E-07
27.533,1.0199E+12,2.5965E-07
28.533,9.8325E+11,2.61845E-07
29.533,9.4958E+11,2.6398E-07
30.533,9.1855E+11,2.6606E-07
31.533,8.8986E+11,2.6809E-07
32.533,8.6329E+11,2.70065E-07
33.533,8.386E+11,2.7199E-07
34.533,8.1561E+11,2.73865E-07
35.533,7.9415E+11,2.75695E-07
36.533,7.7409E+11,2.77475E-07
37.533,7.553E+11,2.7921E-07
38.533,7.3765E+11,2.809E-07
39.533,7.2106E+11,2.8255E-07
40.533,7.0543E+11,2.8416E-07
41.533,6.9069E+11,2.8573E-07
42.533,6.7676E+11,2.87255E-07
43.533,6.6357E+11,2.8875E-07
44.533,6.5108E+11,2.90205E-07
45.533,6.3922E+11,2.91625E-07
46.533,6.2796E+11,2.9301E-07
47.533,6.1725E+11,2.94365E-07
48.533,6.0704E+11,2.95685E-07
49.533,5.9731E+11,2.9698E-07
50.533,5.8803E+11,2.9824E-07
51.533,5.7916E+11,2.9947E-07
52.533,5.7067E+11,3.00675E-07
53.533,5.6255E+11,3.0185E-07
54.533,5.5476E+11,0.000000303
55.533,5.473E+11,3.04125E-07
56.533,5.4013E+11,3.05225E-07
57.533,5.3325E+11,3.063E-07
58.533,5.2663E+11,3.0735E-07
59.533,5.2026E+11,3.0838E-07
60.533,5.1412E+11,3.0939E-07
61.533,5.0821E+11,3.10375E-07
62.533,5.0252E+11,3.1134E-07
63.533,4.9702E+11,3.1229E-07
64.533,4.9171E+11,3.13215E-07
65.533,4.8658E+11,3.14125E-07
66.533,4.8162E+11,3.15015E-07
67.533,4.7682E+11,3.15885E-07
68.533,4.7218E+11,3.1674E-07
69.533,4.6768E+11,3.1758E-07
70.533,4.6333E+11,3.184E-07
71.533,4.591E+11,3.1921E-07
72.533,4.5501E+11,0.00000032
73.533,4.5103E+11,3.20775E-07
74.533,4.4717E+11,3.2154E-07
75.533,4.4342E+11,3.22285E-07
76.533,4.3978E+11,3.2302E-07
77.533,4.3624E+11,3.2374E-07
78.533,4.3279E+11,3.2445E-07
79.533,4.2944E+11,3.25145E-07
80.533,4.2617E+11,3.2583E-07
81.533,4.23E+11,3.265E-07
82.533,4.199E+11,3.2716E-07
83.533,4.1688E+11,3.2781E-07
84.533,4.1394E+11,3.2845E-07
85.533,4.1107E+11,3.29075E-07
86.533,4.0828E+11,3.2969E-07
87.533,4.0554E+11,3.303E-07
88.533,4.0288E+11,3.30895E-07
89.533,4.0027E+11,3.3148E-07
90.533,3.9773E+11,3.3206E-07
91.533,3.9524E+11,3.3263E-07
92.533,3.9281E+11,3.33185E-07
93.533,3.9044E+11,3.3374E-07
94.533,3.8811E+11,3.3428E-07
95.533,3.8584E+11,3.34815E-07
96.533,3.8361E+11,3.3534E-07
97.533,3.8144E+11,3.35855E-07
98.533,3.793E+11,3.3637E-07
99.533,3.7721E+11,3.3687E-07
100.53,3.7517E+11,3.37365E-07
101.53,3.7316E+11,3.37855E-07
102.53,3.712E+11,3.38335E-07
103.53,3.6927E+11,3.3881E-07
104.53,3.6738E+11,3.39275E-07
105.53,3.6553E+11,3.39735E-07
106.53,3.6371E+11,3.4019E-07
107.53,3.6193E+11,3.4064E-07
108.53,3.6018E+11,3.4108E-07
109.53,3.5846E+11,3.41515E-07
110.53,3.5677E+11,3.41945E-07
111.53,3.5512E+11,3.4237E-07
112.53,3.5349E+11,3.4279E-07
113.53,3.5189E+11,3.432E-07
114.53,3.5032E+11,3.4361E-07
115.53,3.4878E+11,3.4401E-07
116.53,3.4726E+11,3.4441E-07
117.53,3.4577E+11,3.448E-07
118.53,3.443E+11,3.4519E-07
119.53,3.4286E+11,3.4557E-07
120.53,3.4144E+11,3.4595E-07
121.53,3.4004E+11,3.4632E-07
122.53,3.3867E+11,3.4669E-07
