time,density,radius
0,0,0
1.00E-12,0,0
1.10E-11,1.456E-14,1.77255E-07
1.11E-10,1.6755E-13,1.77255E-07
1.11E-09,2.6374E-12,1.77255E-07
1.11E-08,3.2199E-10,1.77255E-07
1.11E-07,2.3335E-07,1.77255E-07
1.11E-06,0.00022306,1.77255E-07
1.11E-05,0.19678,1.77255E-07
0.00011111,87.826,1.77255E-07
0.0011111,11826,1.77255E-07
0.011111,965330,1.77255E-07
0.11111,57262000,1.7726E-07
1.1111,3569100000,1.77285E-07
2.1111,11163000000,1.7731E-07
3.1111,20507000000,1.7733E-07
4.1111,29270000000,1.77345E-07
5.1111,35967000000,1.7736E-07
6.1111,40157000000,1.77365E-07
7.1111,42123000000,1.7737E-07
8.1111,42453000000,1.7737E-07
9.1111,41718000000,1.7737E-07
10.111,40379000000,1.7737E-07
11.111,38742000000,1.7737E-07
12.111,36999000000,1.7737E-07
13.111,35255000000,1.77365E-07
14.111,33565000000,1.77365E-07
15.111,31957000000,1.7736E-07
16.111,30441000000,1.7736E-07
17.111,29017000000,1.7736E-07
18.111,27683000000,1.77355E-07
19.111,26434000000,1.77355E-07
20.111,25265000000,1.77355E-07
21.111,24167000000,1.7735E-07
22.111,23141000000,1.7735E-07
23.111,22179000000,1.7735E-07
24.111,21275000000,1.77345E-07
25.111,20425000000,1.77345E-07
26.111,19625000000,1.77345E-07
27.111,18872000000,1.77345E-07
28.111,18161000000,1.77345E-07
29.111,17491000000,1.7734E-07
30.111,16857000000,1.7734E-07
31.111,16257000000,1.7734E-07
32.111,15689000000,1.7734E-07
33.111,15151000000,1.7734E-07
34.111,14640000000,1.77335E-07
35.111,14155000000,1.77335E-07
36.111,13694000000,1.77335E-07
37.111,13256000000,1.77335E-07
38.111,12839000000,1.77335E-07
39.111,12442000000,1.77335E-07
40.111,12063000000,1.77335E-07
41.111,11701000000,1.77335E-07
42.111,11356000000,1.77335E-07
43.111,11027000000,1.7733E-07
44.111,10712000000,1.7733E-07
45.111,10410000000,1.7733E-07
46.111,10121000000,1.7733E-07
47.111,9844800000,1.7733E-07
48.111,9579800000,1.7733E-07
49.111,9325600000,1.7733E-07
50.111,9081700000,1.7733E-07
51.111,8847500000,1.7733E-07
52.111,8622500000,1.7733E-07
53.111,8406300000,1.7733E-07
54.111,8198300000,1.7733E-07
55.111,7998200000,1.7733E-07
56.111,7805600000,1.7733E-07
57.111,7620100000,1.7733E-07
58.111,7441300000,1.7733E-07
59.111,7269000000,1.7733E-07
60.111,7102700000,1.7733E-07
61.111,6942400000,1.7733E-07
62.111,6787500000,1.7733E-07
63.111,6638000000,1.7733E-07
64.111,6493600000,1.7733E-07
65.111,6354000000,1.7733E-07
66.111,6219000000,1.7733E-07
67.111,6088400000,1.7733E-07
68.111,5962100000,1.7733E-07
69.111,5839800000,1.7733E-07
70.111,5721400000,1.7733E-07
71.111,5606700000,1.7733E-07
72.111,5495500000,1.7733E-07
73.111,5387800000,1.7733E-07
74.111,5283300000,1.7733E-07
75.111,5182000000,1.7733E-07
76.111,5083600000,1.7733E-07
77.111,4988200000,1.7733E-07
78.111,4895500000,1.7733E-07
79.111,4805600000,1.77335E-07
80.111,4718100000,1.77335E-07
81.111,4633200000,1.77335E-07
82.111,4550600000,1.77335E-07
83.111,4470300000,1.77335E-07
84.111,4392200000,1.77335E-07
85.111,4316300000,1.77335E-07
86.111,4242400000,1.77335E-07
87.111,4170400000,1.77335E-07
88.111,4100400000,1.77335E-07
89.111,4032200000,1.77335E-07
90.111,3965700000,1.77335E-07
91.111,3901000000,1.77335E-07
92.111,3837900000,1.77335E-07
93.111,3776400000,1.7734E-07
94.111,3716400000,1.7734E-07
95.111,3658000000,1.7734E-07
96.111,3600900000,1.7734E-07
97.111,3545300000,1.7734E-07
98.111,3491000000,1.7734E-07
99.111,3438000000,1.7734E-07
100.11,3386300000,1.7734E-07
101.11,3335800000,1.7734E-07
102.11,3286400000,1.7734E-07
103.11,3238200000,1.7734E-07
104.11,3191100000,1.77345E-07
105.11,3145100000,1.77345E-07
106.11,3100200000,1.77345E-07
107.11,3056200000,1.77345E-07
108.11,3013200000,1.77345E-07
109.11,2971200000,1.77345E-07
110.11,2930100000,1.77345E-07
111.11,2889800000,1.77345E-07
112.11,2850500000,1.77345E-07
113.11,2812000000,1.77345E-07
114.11,2774300000,1.7735E-07
115.11,2737400000,1.7735E-07
116.11,2701200000,1.7735E-07
117.11,2665900000,1.7735E-07
118.11,2631200000,1.7735E-07
119.11,2597300000,1.7735E-07
120.11,2564000000,1.7735E-07
121.11,2531400000,1.7735E-07
122.11,2499500000,1.7735E-07
123.11,2468200000,1.77355E-07
124.11,2437500000,1.77355E-07
125.11,2407500000,1.77355E-07
126.11,2378000000,1.77355E-07
127.11,2349000000,1.77355E-07
128.11,2320700000,1.77355E-07
129.11,2292900000,1.77355E-07
130.11,2265600000,1.77355E-07
131.11,2238800000,1.7736E-07
132.11,2212500000,1.7736E-07
133.11,2186700000,1.7736E-07
134.11,2161400000,1.7736E-07
135.11,2136500000,1.7736E-07
136.11,2112100000,1.7736E-07
137.11,2088100000,1.7736E-07
138.11,2064600000,1.77365E-07
139.11,2041500000,1.77365E-07
140.11,2018800000,1.77365E-07
141.11,1996500000,1.77365E-07
142.11,1974500000,1.77365E-07
143.11,1953000000,1.77365E-07
144.11,1931800000,1.77365E-07
145.11,1911000000,1.77365E-07
146.11,1890600000,1.7737E-07
147.11,1870500000,1.7737E-07
148.11,1850700000,1.7737E-07
149.11,1831300000,1.7737E-07
150.11,1812200000,1.7737E-07
151.11,1793400000,1.7737E-07
152.11,1774900000,1.7737E-07
153.11,1756700000,1.77375E-07
154.11,1738900000,1.77375E-07
155.11,1721300000,1.77375E-07
156.11,1703900000,1.77375E-07
157.11,1686900000,1.77375E-07
158.11,1670100000,1.77375E-07
159.11,1653600000,1.7738E-07
160.11,1637400000,1.7738E-07
161.11,1621400000,1.7738E-07
162.11,1605700000,1.7738E-07
163.11,1590200000,1.7738E-07
164.11,1574900000,1.7738E-07
165.11,1559900000,1.7738E-07
166.11,1545100000,1.77385E-07
167.11,1530500000,1.77385E-07
168.11,1516100000,1.77385E-07
169.11,1502000000,1.77385E-07
170.11,1488100000,1.77385E-07
171.11,1474300000,1.77385E-07
172.11,1460800000,1.7739E-07
173.11,1447500000,1.7739E-07
174.11,1434300000,1.7739E-07
175.11,1421400000,1.7739E-07
176.11,1408600000,1.7739E-07
177.11,1396000000,1.7739E-07
178.11,1383600000,1.7739E-07
179.11,1371400000,1.77395E-07
180.11,1359400000,1.77395E-07
181.11,1347500000,1.77395E-07
182.11,1335800000,1.77395E-07
183.11,1324200000,1.77395E-07
184.11,1312800000,1.77395E-07
185.11,1301600000,1.774E-07
186.11,1290500000,1.774E-07
187.11,1279600000,1.774E-07
188.11,1268800000,1.774E-07
189.11,1258100000,1.774E-07
190.11,1247600000,1.77405E-07
191.11,1237300000,1.77405E-07
192.11,1227000000,1.77405E-07
193.11,1217000000,1.77405E-07
194.11,1207000000,1.77405E-07
195.11,1197200000,1.77405E-07
196.11,1187500000,1.7741E-07
197.11,1177900000,1.7741E-07
198.11,1168400000,1.7741E-07
199.11,1159100000,1.7741E-07
200.11,1149900000,1.7741E-07
201.11,1140800000,1.7741E-07
202.11,1131800000,1.77415E-07
203.11,1123000000,1.77415E-07
204.11,1114200000,1.77415E-07
205.11,1105600000,1.77415E-07
206.11,1097000000,1.77415E-07
207.11,1088600000,1.77415E-07
208.11,1080300000,1.7742E-07
209.11,1072000000,1.7742E-07
210.11,1063900000,1.7742E-07
211.11,1055900000,1.7742E-07
212.11,1048000000,1.7742E-07
213.11,1040100000,1.77425E-07
214.11,1032400000,1.77425E-07
215.11,1024700000,1.77425E-07
216.11,1017200000,1.77425E-07
217.11,1009700000,1.77425E-07
218.11,1002300000,1.77425E-07
219.11,995030000,1.7743E-07
220.11,987810000,1.7743E-07
221.11,980690000,1.7743E-07
222.11,973640000,1.7743E-07
223.11,966680000,1.7743E-07
224.11,959790000,1.77435E-07
225.11,952990000,1.77435E-07
226.11,946260000,1.77435E-07
227.11,939610000,1.77435E-07
228.11,933030000,1.77435E-07
229.11,926530000,1.7744E-07
230.11,920100000,1.7744E-07
231.11,913740000,1.7744E-07
232.11,907450000,1.7744E-07
233.11,901230000,1.7744E-07
234.11,895080000,1.77445E-07
235.11,888990000,1.77445E-07
236.11,882980000,1.77445E-07
237.11,877020000,1.77445E-07
238.11,871130000,1.77445E-07
239.11,865310000,1.77445E-07
