time,density,radius
0,0,0
1.00E-12,5.848E-15,1.77255E-07
1.10E-11,1.0045E-13,1.77255E-07
1.11E-10,1.2398E-11,1.77255E-07
1.11E-09,9.009E-09,1.77255E-07
1.11E-08,0.00000872,1.77255E-07
1.11E-07,0.0086442,1.77255E-07
1.11E-06,8.1864,1.77255E-07
1.11E-05,5272.2,1.77255E-07
0.00011111,949000,1.77255E-07
0.0011111,83999000,1.77255E-07
0.011111,4249100000,1.7727E-07
0.11111,2.5912E+11,1.77445E-07
0.69128,7.5775E+11,1.7782E-07
1.6913,2.9104E+11,1.77935E-07
2.6913,1.6136E+11,1.7811E-07
3.6913,1.0301E+11,1.7836E-07
4.6913,72101000000,1.7866E-07
5.6913,53667000000,1.78995E-07
6.6913,41740000000,1.7937E-07
7.6913,33548000000,1.7977E-07
8.6913,27660000000,1.80195E-07
9.6913,23273000000,1.8064E-07
10.691,19910000000,1.8111E-07
11.691,17269000000,1.81595E-07
12.691,15153000000,1.821E-07
13.691,13429000000,1.82625E-07
14.691,12004000000,1.8316E-07
15.691,10811000000,1.8371E-07
16.691,9801000000,1.84275E-07
17.691,8937500000,1.8485E-07
18.691,8192700000,1.8544E-07
19.691,7545400000,1.8604E-07
20.691,6978700000,1.86645E-07
21.691,6479500000,1.87265E-07
22.691,6037100000,1.8789E-07
23.691,5643100000,1.8853E-07
24.691,5290300000,1.8917E-07
25.691,4973100000,1.89825E-07
26.691,4686600000,1.9048E-07
27.691,4427000000,1.91145E-07
28.691,4190800000,1.91815E-07
29.691,3975300000,1.92495E-07
30.691,3777900000,1.93175E-07
31.691,3596700000,1.93865E-07
32.691,3429900000,1.94555E-07
33.691,3275900000,1.9525E-07
34.691,3133400000,1.9595E-07
35.691,3001200000,1.96655E-07
36.691,2878400000,1.97365E-07
37.691,2764100000,1.98075E-07
38.691,2657400000,1.9879E-07
39.691,2557600000,1.9951E-07
40.691,2464200000,2.0023E-07
41.691,2376600000,2.0095E-07
42.691,2294300000,2.01675E-07
43.691,2216900000,2.02405E-07
44.691,2144000000,2.03135E-07
45.691,2075200000,2.03865E-07
46.691,2010200000,2.04595E-07
47.691,1948700000,2.0533E-07
48.691,1890500000,2.06065E-07
49.691,1835300000,2.068E-07
50.691,1783000000,2.0754E-07
51.691,1733200000,2.08275E-07
52.691,1685900000,2.09015E-07
53.691,1640800000,2.09755E-07
54.691,1597900000,2.10495E-07
55.691,1556900000,2.11235E-07
56.691,1517800000,2.11975E-07
57.691,1480500000,2.12715E-07
58.691,1444800000,2.13455E-07
59.691,1410600000,2.14195E-07
60.691,1377900000,2.14935E-07
61.691,1346500000,2.15675E-07
62.691,1316400000,2.1641E-07
63.691,1287600000,2.1715E-07
64.691,1259800000,2.1789E-07
65.691,1233200000,2.18625E-07
66.691,1207600000,2.19365E-07
67.691,1182900000,2.201E-07
68.691,1159200000,2.20835E-07
69.691,1136300000,2.21565E-07
70.691,1114300000,2.223E-07
71.691,1093100000,2.2303E-07
72.691,1072600000,2.2376E-07
73.691,1052800000,2.2449E-07
74.691,1033700000,2.2522E-07
75.691,1015200000,2.25945E-07
76.691,997350000,2.2667E-07
77.691,980080000,2.27395E-07
78.691,963380000,2.2812E-07
79.691,947200000,2.2884E-07
80.691,931530000,2.2956E-07
81.691,916360000,2.30275E-07
82.691,901650000,2.30995E-07
83.691,887380000,2.3171E-07
