time,void_total_density,void_average_radius,frank_total_density,frank_average_radius
2430.5,2.84E+12,3.81E-07,3.8515E+18,6.498E-07
2431.5,2.84E+12,3.81E-07,3.853E+18,6.498E-07
2432.5,2.84E+12,3.81E-07,3.8544E+18,6.498E-07
2433.5,2.84E+12,3.81E-07,3.8559E+18,6.498E-07
2434.5,2.84E+12,3.81E-07,3.8574E+18,6.498E-07
2435.5,2.84E+12,3.81E-07,3.8589E+18,6.498E-07
2436.5,2.84E+12,3.81E-07,3.8604E+18,6.498E-07
2437.5,2.84E+12,3.81E-07,3.8619E+18,6.498E-07
2438.5,2.84E+12,3.81E-07,3.8634E+18,6.498E-07
2439.5,2.84E+12,3.81E-07,3.8649E+18,6.498E-07
2440.5,2.84E+12,3.81E-07,3.8663E+18,6.498E-07
2441.5,2.84E+12,3.81E-07,3.8678E+18,6.498E-07
2442.5,2.83E+12,3.81E-07,3.8693E+18,6.498E-07
2443.5,2.83E+12,3.82E-07,3.8708E+18,6.498E-07
2444.5,2.83E+12,3.82E-07,3.8723E+18,6.498E-07
2445.5,2.83E+12,3.82E-07,3.8738E+18,6.498E-07
2446.5,2.83E+12,3.82E-07,3.8753E+18,6.498E-07
2447.5,2.83E+12,3.82E-07,3.8767E+18,6.498E-07
2448.5,2.83E+12,3.82E-07,3.8782E+18,6.498E-07
2449.5,2.83E+12,3.82E-07,3.8797E+18,6.498E-07
2450.5,2.83E+12,3.82E-07,3.8812E+18,6.498E-07
2451.5,2.83E+12,3.82E-07,3.8827E+18,6.498E-07
2452.5,2.83E+12,3.82E-07,3.8842E+18,6.498E-07
2453.5,2.83E+12,3.82E-07,3.8857E+18,6.498E-07
2454.5,2.83E+12,3.82E-07,3.8871E+18,6.498E-07
2455.5,2.83E+12,3.82E-07,3.8886E+18,6.498E-07
2456.5,2.83E+12,3.82E-07,3.8901E+18,6.498E-07
2457.5,2.83E+12,3.82E-07,3.8916E+18,6.498E-07
2458.5,2.83E+12,3.82E-07,3.8931E+18,6.498E-07
2459.5,2.83E+12,3.82E-07,3.8946E+18,6.498E-07
2460.5,2.83E+12,3.82E-07,3.8961E+18,6.498E-07
2461.5,2.83E+12,3.82E-07,3.8975E+18,6.498E-07
2462.5,2.83E+12,3.82E-07,3.899E+18,6.498E-07
2463.5,2.83E+12,3.82E-07,3.9005E+18,6.498E-07
2464.5,2.83E+12,3.82E-07,3.902E+18,6.498E-07
2465.5,2.83E+12,3.82E-07,3.9035E+18,6.498E-07
2466.5,2.83E+12,3.82E-07,3.905E+18,6.498E-07
2467.5,2.83E+12,3.82E-07,3.9065E+18,6.4985E-07
2468.5,2.83E+12,3.82E-07,3.9079E+18,6.4985E-07
2469.5,2.83E+12,3.82E-07,3.9094E+18,6.4985E-07
2470.5,2.83E+12,3.82E-07,3.9109E+18,6.4985E-07
2471.5,2.82E+12,3.82E-07,3.9124E+18,6.4985E-07
2472.5,2.82E+12,3.82E-07,3.9139E+18,6.4985E-07
2473.5,2.82E+12,3.82E-07,3.9154E+18,6.4985E-07
2474.5,2.82E+12,3.82E-07,3.9169E+18,6.4985E-07
2475.5,2.82E+12,3.82E-07,3.9183E+18,6.4985E-07
2476.5,2.82E+12,3.82E-07,3.9198E+18,6.4985E-07
2477.5,2.82E+12,3.82E-07,3.9213E+18,6.4985E-07
2478.5,2.82E+12,3.82E-07,3.9228E+18,6.4985E-07
2479.5,2.82E+12,3.82E-07,3.9243E+18,6.4985E-07
2480.5,2.82E+12,3.82E-07,3.9258E+18,6.4985E-07
2481.5,2.82E+12,3.82E-07,3.9273E+18,6.4985E-07
2482.5,2.82E+12,3.82E-07,3.9287E+18,6.4985E-07
2483.5,2.82E+12,3.82E-07,3.9302E+18,6.4985E-07
2484.5,2.82E+12,3.82E-07,3.9317E+18,6.4985E-07
2485.5,2.82E+12,3.82E-07,3.9332E+18,6.4985E-07
2486.5,2.82E+12,3.82E-07,3.9347E+18,6.4985E-07
2487.5,2.82E+12,3.82E-07,3.9362E+18,6.4985E-07
2488.5,2.82E+12,3.82E-07,3.9377E+18,6.4985E-07
2489.5,2.82E+12,3.82E-07,3.9391E+18,6.4985E-07
2490.5,2.82E+12,3.82E-07,3.9406E+18,6.4985E-07
2491.5,2.82E+12,3.82E-07,3.9421E+18,6.4985E-07
2492.5,2.82E+12,3.82E-07,3.9436E+18,6.4985E-07
2493.5,2.82E+12,3.82E-07,3.9451E+18,6.4985E-07
2494.5,2.82E+12,3.82E-07,3.9466E+18,6.4985E-07
2495.5,2.82E+12,3.82E-07,3.948E+18,6.4985E-07
2496.5,2.82E+12,3.82E-07,3.9495E+18,6.4985E-07
2497.5,2.82E+12,3.82E-07,3.951E+18,6.4985E-07
2498.5,2.82E+12,3.82E-07,3.9525E+18,6.4985E-07
2499.5,2.82E+12,3.82E-07,3.954E+18,6.4985E-07
2500.5,2.82E+12,3.82E-07,3.9555E+18,6.4985E-07
2501.5,2.81E+12,3.82E-07,3.9569E+18,6.4985E-07
2502.5,2.81E+12,3.82E-07,3.9584E+18,6.4985E-07
2503.5,2.81E+12,3.82E-07,3.9599E+18,6.4985E-07
2504.5,2.81E+12,3.82E-07,3.9614E+18,6.4985E-07
2505.5,2.81E+12,3.82E-07,3.9629E+18,6.4985E-07
2506.5,2.81E+12,3.82E-07,3.9644E+18,6.4985E-07
2507.5,2.81E+12,3.82E-07,3.9659E+18,6.4985E-07
2508.5,2.81E+12,3.82E-07,3.9673E+18,6.4985E-07
2509.5,2.81E+12,3.82E-07,3.9688E+18,6.499E-07
2510.5,2.81E+12,3.82E-07,3.9703E+18,6.499E-07
2511.5,2.81E+12,3.82E-07,3.9718E+18,6.499E-07
2512.5,2.81E+12,3.82E-07,3.9733E+18,6.499E-07
2513.5,2.81E+12,0.000000382,3.9748E+18,6.499E-07
2514.5,2.81E+12,3.82E-07,3.9762E+18,6.499E-07
2515.5,2.81E+12,3.82E-07,3.9777E+18,6.499E-07
2516.5,2.81E+12,3.82E-07,3.9792E+18,6.499E-07
2517.5,2.81E+12,3.82E-07,3.9807E+18,6.499E-07
2518.5,2.81E+12,3.82E-07,3.9822E+18,6.499E-07
2519.5,2.81E+12,3.82E-07,3.9837E+18,6.499E-07
2520.5,2.81E+12,3.82E-07,3.9851E+18,6.499E-07
2521.5,2.81E+12,3.82E-07,3.9866E+18,6.499E-07
2522.5,2.81E+12,3.82E-07,3.9881E+18,6.499E-07
2523.5,2.81E+12,3.82E-07,3.9896E+18,6.499E-07
2524.5,2.81E+12,3.82E-07,3.9911E+18,6.499E-07
2525.5,2.81E+12,3.82E-07,3.9926E+18,6.499E-07
2526.5,2.81E+12,3.82E-07,3.994E+18,6.499E-07
2527.5,2.81E+12,3.82E-07,3.9955E+18,6.499E-07
2528.5,2.81E+12,3.82E-07,3.997E+18,6.499E-07
2529.5,2.81E+12,3.82E-07,3.9985E+18,6.499E-07
2530.5,2.81E+12,3.82E-07,4E+18,6.499E-07
2531.5,2.81E+12,3.82E-07,4.0015E+18,6.499E-07
2532.5,2.80E+12,3.82E-07,4.0029E+18,6.499E-07
2533.5,2.80E+12,3.82E-07,4.0044E+18,6.499E-07
2534.5,2.80E+12,3.82E-07,4.0059E+18,6.499E-07
2535.5,2.80E+12,3.82E-07,4.0074E+18,6.499E-07
2536.5,2.80E+12,3.82E-07,4.0089E+18,6.499E-07
2537.5,2.80E+12,3.82E-07,4.0104E+18,6.499E-07
2538.5,2.80E+12,3.82E-07,4.0118E+18,6.499E-07
2539.5,2.80E+12,3.82E-07,4.0133E+18,6.499E-07
2540.5,2.80E+12,3.82E-07,4.0148E+18,6.499E-07
2541.5,2.80E+12,3.82E-07,4.0163E+18,6.499E-07
2542.5,2.80E+12,3.82E-07,4.0178E+18,6.499E-07
2543.5,2.80E+12,3.82E-07,4.0193E+18,6.499E-07
2544.5,2.80E+12,3.82E-07,4.0207E+18,6.499E-07
2545.5,2.80E+12,3.82E-07,4.0222E+18,6.499E-07
2546.5,2.80E+12,3.82E-07,4.0237E+18,6.499E-07
2547.5,2.80E+12,3.82E-07,4.0252E+18,6.499E-07
2548.5,2.80E+12,3.82E-07,4.0267E+18,6.499E-07
2549.5,2.80E+12,3.82E-07,4.0281E+18,6.499E-07
2550.5,2.80E+12,3.82E-07,4.0296E+18,6.499E-07
2551.5,2.80E+12,3.82E-07,4.0311E+18,6.499E-07
2552.5,2.80E+12,3.82E-07,4.0326E+18,6.4995E-07
2553.5,2.80E+12,3.82E-07,4.0341E+18,6.4995E-07
2554.5,2.80E+12,3.82E-07,4.0356E+18,6.4995E-07
2555.5,2.80E+12,3.82E-07,4.037E+18,6.4995E-07
2556.5,2.80E+12,3.82E-07,4.0385E+18,6.4995E-07
2557.5,2.80E+12,3.82E-07,4.04E+18,6.4995E-07
2558.5,2.80E+12,3.82E-07,4.0415E+18,6.4995E-07
2559.5,2.80E+12,3.82E-07,4.043E+18,6.4995E-07
2560.5,2.80E+12,3.82E-07,4.0445E+18,6.4995E-07
2561.5,2.80E+12,3.82E-07,4.0459E+18,6.4995E-07
2562.5,2.80E+12,3.82E-07,4.0474E+18,6.4995E-07
2563.5,2.79E+12,3.82E-07,4.0489E+18,6.4995E-07
2564.5,2.79E+12,3.82E-07,4.0504E+18,6.4995E-07
2565.5,2.79E+12,3.82E-07,4.0519E+18,6.4995E-07
2566.5,2.79E+12,3.82E-07,4.0533E+18,6.4995E-07
2567.5,2.79E+12,3.82E-07,4.0548E+18,6.4995E-07
2568.5,2.79E+12,3.82E-07,4.0563E+18,6.4995E-07
2569.5,2.79E+12,3.82E-07,4.0578E+18,6.4995E-07
2570.5,2.79E+12,3.82E-07,4.0593E+18,6.4995E-07
2571.5,2.79E+12,3.82E-07,4.0608E+18,6.4995E-07
2572.5,2.79E+12,3.82E-07,4.0622E+18,6.4995E-07
2573.5,2.79E+12,3.82E-07,4.0637E+18,6.4995E-07
2574.5,2.79E+12,3.82E-07,4.0652E+18,6.4995E-07
2575.5,2.79E+12,3.82E-07,4.0667E+18,6.4995E-07
2576.5,2.79E+12,3.82E-07,4.0682E+18,6.4995E-07
2577.5,2.79E+12,3.82E-07,4.0696E+18,6.4995E-07
2578.5,2.79E+12,3.82E-07,4.0711E+18,6.4995E-07
2579.5,2.79E+12,3.82E-07,4.0726E+18,6.4995E-07
2580.5,2.79E+12,3.82E-07,4.0741E+18,6.4995E-07
2581.5,2.79E+12,3.82E-07,4.0756E+18,6.4995E-07
2582.5,2.79E+12,3.82E-07,4.077E+18,6.4995E-07
2583.5,2.79E+12,3.82E-07,4.0785E+18,6.4995E-07
2584.5,2.79E+12,3.82E-07,4.08E+18,6.4995E-07
2585.5,2.79E+12,3.83E-07,4.0815E+18,6.4995E-07
2586.5,2.79E+12,3.83E-07,4.083E+18,6.4995E-07
2587.5,2.79E+12,3.83E-07,4.0845E+18,6.4995E-07
2588.5,2.79E+12,3.83E-07,4.0859E+18,6.4995E-07
2589.5,2.79E+12,3.83E-07,4.0874E+18,6.4995E-07
2590.5,2.79E+12,3.83E-07,4.0889E+18,6.4995E-07
2591.5,2.79E+12,3.83E-07,4.0904E+18,6.4995E-07
2592.5,2.79E+12,3.83E-07,4.0919E+18,6.4995E-07
2593.5,2.79E+12,3.83E-07,4.0933E+18,6.4995E-07
2594.5,2.78E+12,3.83E-07,4.0948E+18,6.4995E-07
2595.5,2.78E+12,3.83E-07,4.0963E+18,6.4995E-07
2596.5,2.78E+12,3.83E-07,4.0978E+18,0.00000065
2597.5,2.78E+12,3.83E-07,4.0993E+18,0.00000065
2598.5,2.78E+12,3.83E-07,4.1007E+18,0.00000065
2599.5,2.78E+12,3.83E-07,4.1022E+18,0.00000065
2600.5,2.78E+12,3.83E-07,4.1037E+18,0.00000065
2601.5,2.78E+12,3.83E-07,4.1052E+18,0.00000065
2602.5,2.78E+12,3.83E-07,4.1067E+18,0.00000065
2603.5,2.78E+12,3.83E-07,4.1081E+18,0.00000065
2604.5,2.78E+12,3.83E-07,4.1096E+18,0.00000065
2605.5,2.78E+12,3.83E-07,4.1111E+18,0.00000065
2606.5,2.78E+12,3.83E-07,4.1126E+18,0.00000065
2607.5,2.78E+12,3.83E-07,4.1141E+18,0.00000065
2608.5,2.78E+12,3.83E-07,4.1155E+18,0.00000065
2609.5,2.78E+12,3.83E-07,4.117E+18,0.00000065
2610.5,2.78E+12,3.83E-07,4.1185E+18,0.00000065
2611.5,2.78E+12,3.83E-07,4.12E+18,0.00000065
2612.5,2.78E+12,3.83E-07,4.1215E+18,0.00000065
2613.5,2.78E+12,3.83E-07,4.1229E+18,0.00000065
2614.5,2.78E+12,3.83E-07,4.1244E+18,0.00000065
2615.5,2.78E+12,3.83E-07,4.1259E+18,0.00000065
2616.5,2.78E+12,3.83E-07,4.1274E+18,0.00000065
2617.5,2.78E+12,3.83E-07,4.1289E+18,0.00000065
2618.5,2.78E+12,3.83E-07,4.1303E+18,0.00000065
2619.5,2.78E+12,3.83E-07,4.1318E+18,0.00000065
2620.5,2.78E+12,3.83E-07,4.1333E+18,0.00000065
2621.5,2.78E+12,3.83E-07,4.1348E+18,0.00000065
2622.5,2.78E+12,3.83E-07,4.1363E+18,0.00000065
2623.5,2.78E+12,3.83E-07,4.1377E+18,0.00000065
2624.5,2.78E+12,3.83E-07,4.1392E+18,0.00000065
2625.5,2.78E+12,3.83E-07,4.1407E+18,0.00000065
2626.5,2.77E+12,3.83E-07,4.1422E+18,0.00000065
2627.5,2.77E+12,3.83E-07,4.1437E+18,0.00000065
2628.5,2.77E+12,3.83E-07,4.1451E+18,0.00000065
2629.5,2.77E+12,3.83E-07,4.1466E+18,0.00000065
2630.5,2.77E+12,3.83E-07,4.1481E+18,0.00000065
2631.5,2.77E+12,3.83E-07,4.1496E+18,0.00000065
2632.5,2.77E+12,3.83E-07,4.1511E+18,0.00000065
2633.5,2.77E+12,3.83E-07,4.1525E+18,0.00000065
2634.5,2.77E+12,3.83E-07,4.154E+18,0.00000065
2635.5,2.77E+12,3.83E-07,4.1555E+18,0.00000065
2636.5,2.77E+12,3.83E-07,4.157E+18,0.00000065
2637.5,2.77E+12,3.83E-07,4.1585E+18,0.00000065
2638.5,2.77E+12,3.83E-07,4.1599E+18,0.00000065
2639.5,2.77E+12,3.83E-07,4.1614E+18,0.00000065
2640.5,2.77E+12,3.83E-07,4.1629E+18,6.5005E-07
2641.5,2.77E+12,3.83E-07,4.1644E+18,6.5005E-07
2642.5,2.77E+12,3.83E-07,4.1658E+18,6.5005E-07
2643.5,2.77E+12,3.83E-07,4.1673E+18,6.5005E-07
2644.5,2.77E+12,3.83E-07,4.1688E+18,6.5005E-07
2645.5,2.77E+12,3.83E-07,4.1703E+18,6.5005E-07
2646.5,2.77E+12,3.83E-07,4.1718E+18,6.5005E-07
2647.5,2.77E+12,3.83E-07,4.1732E+18,6.5005E-07
2648.5,2.77E+12,3.83E-07,4.1747E+18,6.5005E-07
2649.5,2.77E+12,3.83E-07,4.1762E+18,6.5005E-07
2650.5,2.77E+12,3.83E-07,4.1777E+18,6.5005E-07
2651.5,2.77E+12,3.83E-07,4.1792E+18,6.5005E-07
2652.5,2.77E+12,3.83E-07,4.1806E+18,6.5005E-07
2653.5,2.77E+12,3.83E-07,4.1821E+18,6.5005E-07
2654.5,2.77E+12,3.83E-07,4.1836E+18,6.5005E-07
2655.5,2.77E+12,3.83E-07,4.1851E+18,6.5005E-07
2656.5,2.77E+12,3.83E-07,4.1866E+18,6.5005E-07
2657.5,2.77E+12,3.83E-07,4.188E+18,6.5005E-07
2658.5,2.77E+12,3.83E-07,4.1895E+18,6.5005E-07
2659.5,2.76E+12,0.000000383,4.191E+18,6.5005E-07
2660.5,2.76E+12,3.83E-07,4.1925E+18,6.5005E-07
2661.5,2.76E+12,3.83E-07,4.1939E+18,6.5005E-07
2662.5,2.76E+12,3.83E-07,4.1954E+18,6.5005E-07
2663.5,2.76E+12,3.83E-07,4.1969E+18,6.5005E-07
2664.5,2.76E+12,3.83E-07,4.1984E+18,6.5005E-07
2665.5,2.76E+12,3.83E-07,4.1999E+18,6.5005E-07
2666.5,2.76E+12,3.83E-07,4.2013E+18,6.5005E-07
2667.5,2.76E+12,3.83E-07,4.2028E+18,6.5005E-07
2668.5,2.76E+12,3.83E-07,4.2043E+18,6.5005E-07
2669.5,2.76E+12,3.83E-07,4.2058E+18,6.5005E-07
2670.5,2.76E+12,3.83E-07,4.2072E+18,6.5005E-07
2671.5,2.76E+12,3.83E-07,4.2087E+18,6.5005E-07
2672.5,2.76E+12,3.83E-07,4.2102E+18,6.5005E-07
2673.5,2.76E+12,3.83E-07,4.2117E+18,6.5005E-07
2674.5,2.76E+12,3.83E-07,4.2132E+18,6.5005E-07
2675.5,2.76E+12,3.83E-07,4.2146E+18,6.5005E-07
2676.5,2.76E+12,3.83E-07,4.2161E+18,6.5005E-07
2677.5,2.76E+12,3.83E-07,4.2176E+18,6.5005E-07
2678.5,2.76E+12,3.83E-07,4.2191E+18,6.5005E-07
2679.5,2.76E+12,3.83E-07,4.2205E+18,6.5005E-07
2680.5,2.76E+12,3.83E-07,4.222E+18,6.5005E-07
2681.5,2.76E+12,3.83E-07,4.2235E+18,6.5005E-07
2682.5,2.76E+12,3.83E-07,4.225E+18,6.5005E-07
2683.5,2.76E+12,3.83E-07,4.2265E+18,6.5005E-07
2684.5,2.76E+12,3.83E-07,4.2279E+18,6.5005E-07
2685.5,2.76E+12,3.83E-07,4.2294E+18,6.501E-07
2686.5,2.76E+12,3.83E-07,4.2309E+18,6.501E-07
2687.5,2.76E+12,3.83E-07,4.2324E+18,6.501E-07
2688.5,2.76E+12,3.83E-07,4.2338E+18,6.501E-07
2689.5,2.76E+12,3.83E-07,4.2353E+18,6.501E-07
2690.5,2.76E+12,3.83E-07,4.2368E+18,6.501E-07
2691.5,2.76E+12,3.83E-07,4.2383E+18,6.501E-07
2692.5,2.75E+12,3.83E-07,4.2398E+18,6.501E-07
2693.5,2.75E+12,3.83E-07,4.2412E+18,6.501E-07
2694.5,2.75E+12,3.83E-07,4.2427E+18,6.501E-07
2695.5,2.75E+12,3.83E-07,4.2442E+18,6.501E-07
2696.5,2.75E+12,3.83E-07,4.2457E+18,6.501E-07
2697.5,2.75E+12,3.83E-07,4.2471E+18,6.501E-07
2698.5,2.75E+12,3.83E-07,4.2486E+18,6.501E-07
2699.5,2.75E+12,3.83E-07,4.2501E+18,6.501E-07
2700.5,2.75E+12,3.83E-07,4.2516E+18,6.501E-07
2701.5,2.75E+12,3.83E-07,4.253E+18,6.501E-07
2702.5,2.75E+12,3.83E-07,4.2545E+18,6.501E-07
2703.5,2.75E+12,3.83E-07,4.256E+18,6.501E-07
2704.5,2.75E+12,3.83E-07,4.2575E+18,6.501E-07
2705.5,2.75E+12,3.83E-07,4.2589E+18,6.501E-07
2706.5,2.75E+12,3.83E-07,4.2604E+18,6.501E-07
2707.5,2.75E+12,3.83E-07,4.2619E+18,6.501E-07
2708.5,2.75E+12,3.83E-07,4.2634E+18,6.501E-07
2709.5,2.75E+12,3.83E-07,4.2649E+18,6.501E-07
2710.5,2.75E+12,3.83E-07,4.2663E+18,6.501E-07
2711.5,2.75E+12,3.83E-07,4.2678E+18,6.501E-07
2712.5,2.75E+12,3.83E-07,4.2693E+18,6.501E-07
2713.5,2.75E+12,3.83E-07,4.2708E+18,6.501E-07
2714.5,2.75E+12,3.83E-07,4.2722E+18,6.501E-07
2715.5,2.75E+12,3.83E-07,4.2737E+18,6.501E-07
2716.5,2.75E+12,3.83E-07,4.2752E+18,6.501E-07
2717.5,2.75E+12,3.83E-07,4.2767E+18,6.501E-07
2718.5,2.75E+12,3.83E-07,4.2781E+18,6.501E-07
2719.5,2.75E+12,3.83E-07,4.2796E+18,6.501E-07
2720.5,2.75E+12,3.83E-07,4.2811E+18,6.501E-07
2721.5,2.75E+12,3.83E-07,4.2826E+18,6.501E-07
2722.5,2.75E+12,3.83E-07,4.284E+18,6.501E-07
2723.5,2.75E+12,3.83E-07,4.2855E+18,6.501E-07
2724.5,2.75E+12,3.83E-07,4.287E+18,6.501E-07
2725.5,2.75E+12,3.83E-07,4.2885E+18,6.501E-07
2726.5,2.74E+12,3.83E-07,4.29E+18,6.501E-07
2727.5,2.74E+12,3.83E-07,4.2914E+18,6.501E-07
2728.5,2.74E+12,3.83E-07,4.2929E+18,6.501E-07
2729.5,2.74E+12,3.83E-07,4.2944E+18,6.501E-07
2730.5,2.74E+12,3.83E-07,4.2959E+18,6.501E-07
2731.5,2.74E+12,3.83E-07,4.2973E+18,6.5015E-07
2732.5,2.74E+12,3.83E-07,4.2988E+18,6.5015E-07
2733.5,2.74E+12,3.83E-07,4.3003E+18,6.5015E-07
2734.5,2.74E+12,3.83E-07,4.3018E+18,6.5015E-07
2735.5,2.74E+12,3.83E-07,4.3032E+18,6.5015E-07
2736.5,2.74E+12,3.84E-07,4.3047E+18,6.5015E-07
2737.5,2.74E+12,3.84E-07,4.3062E+18,6.5015E-07
2738.5,2.74E+12,3.84E-07,4.3077E+18,6.5015E-07
2739.5,2.74E+12,3.84E-07,4.3091E+18,6.5015E-07
2740.5,2.74E+12,3.84E-07,4.3106E+18,6.5015E-07
2741.5,2.74E+12,3.84E-07,4.3121E+18,6.5015E-07
2742.5,2.74E+12,3.84E-07,4.3136E+18,6.5015E-07
2743.5,2.74E+12,3.84E-07,4.315E+18,6.5015E-07
2744.5,2.74E+12,3.84E-07,4.3165E+18,6.5015E-07
2745.5,2.74E+12,3.84E-07,4.318E+18,6.5015E-07
2746.5,2.74E+12,3.84E-07,4.3195E+18,6.5015E-07
2747.5,2.74E+12,3.84E-07,4.3209E+18,6.5015E-07
2748.5,2.74E+12,3.84E-07,4.3224E+18,6.5015E-07
2749.5,2.74E+12,3.84E-07,4.3239E+18,6.5015E-07
2750.5,2.74E+12,3.84E-07,4.3254E+18,6.5015E-07
2751.5,2.74E+12,3.84E-07,4.3268E+18,6.5015E-07
2752.5,2.74E+12,3.84E-07,4.3283E+18,6.5015E-07
2753.5,2.74E+12,3.84E-07,4.3298E+18,6.5015E-07
2754.5,2.74E+12,3.84E-07,4.3313E+18,6.5015E-07
2755.5,2.74E+12,3.84E-07,4.3327E+18,6.5015E-07
2756.5,2.74E+12,3.84E-07,4.3342E+18,6.5015E-07
2757.5,2.74E+12,3.84E-07,4.3357E+18,6.5015E-07
2758.5,2.74E+12,3.84E-07,4.3372E+18,6.5015E-07
2759.5,2.74E+12,3.84E-07,4.3386E+18,6.5015E-07
2760.5,2.74E+12,3.84E-07,4.3401E+18,6.5015E-07
2761.5,2.73E+12,3.84E-07,4.3416E+18,6.5015E-07
2762.5,2.73E+12,3.84E-07,4.3431E+18,6.5015E-07
2763.5,2.73E+12,3.84E-07,4.3445E+18,6.5015E-07
2764.5,2.73E+12,3.84E-07,4.346E+18,6.5015E-07
2765.5,2.73E+12,3.84E-07,4.3475E+18,6.5015E-07
2766.5,2.73E+12,3.84E-07,4.349E+18,6.5015E-07
2767.5,2.73E+12,3.84E-07,4.3504E+18,6.5015E-07
2768.5,2.73E+12,3.84E-07,4.3519E+18,6.5015E-07
2769.5,2.73E+12,3.84E-07,4.3534E+18,6.5015E-07
2770.5,2.73E+12,3.84E-07,4.3549E+18,6.5015E-07
2771.5,2.73E+12,3.84E-07,4.3563E+18,6.5015E-07
2772.5,2.73E+12,3.84E-07,4.3578E+18,6.5015E-07
2773.5,2.73E+12,3.84E-07,4.3593E+18,6.5015E-07
2774.5,2.73E+12,3.84E-07,4.3608E+18,6.5015E-07
2775.5,2.73E+12,3.84E-07,4.3622E+18,6.5015E-07
2776.5,2.73E+12,3.84E-07,4.3637E+18,6.5015E-07
2777.5,2.73E+12,3.84E-07,4.3652E+18,6.5015E-07
2778.5,2.73E+12,3.84E-07,4.3666E+18,6.502E-07
2779.5,2.73E+12,3.84E-07,4.3681E+18,6.502E-07
2780.5,2.73E+12,3.84E-07,4.3696E+18,6.502E-07
2781.5,2.73E+12,3.84E-07,4.3711E+18,6.502E-07
2782.5,2.73E+12,3.84E-07,4.3725E+18,6.502E-07
2783.5,2.73E+12,3.84E-07,4.374E+18,6.502E-07
2784.5,2.73E+12,3.84E-07,4.3755E+18,6.502E-07
2785.5,2.73E+12,3.84E-07,4.377E+18,6.502E-07
2786.5,2.73E+12,3.84E-07,4.3784E+18,6.502E-07
2787.5,2.73E+12,3.84E-07,4.3799E+18,6.502E-07
2788.5,2.73E+12,3.84E-07,4.3814E+18,6.502E-07
2789.5,2.73E+12,3.84E-07,4.3829E+18,6.502E-07
2790.5,2.73E+12,3.84E-07,4.3843E+18,6.502E-07
2791.5,2.73E+12,3.84E-07,4.3858E+18,6.502E-07
2792.5,2.73E+12,3.84E-07,4.3873E+18,6.502E-07
2793.5,2.73E+12,3.84E-07,4.3888E+18,6.502E-07
2794.5,2.73E+12,3.84E-07,4.3902E+18,6.502E-07
2795.5,2.73E+12,3.84E-07,4.3917E+18,6.502E-07
2796.5,2.72E+12,3.84E-07,4.3932E+18,6.502E-07
2797.5,2.72E+12,3.84E-07,4.3947E+18,6.502E-07
2798.5,2.72E+12,3.84E-07,4.3961E+18,6.502E-07
2799.5,2.72E+12,3.84E-07,4.3976E+18,6.502E-07
2800.5,2.72E+12,3.84E-07,4.3991E+18,6.502E-07
2801.5,2.72E+12,3.84E-07,4.4005E+18,6.502E-07
2802.5,2.72E+12,3.84E-07,4.402E+18,6.502E-07
2803.5,2.72E+12,3.84E-07,4.4035E+18,6.502E-07
2804.5,2.72E+12,3.84E-07,4.405E+18,6.502E-07
2805.5,2.72E+12,3.84E-07,4.4064E+18,6.502E-07
2806.5,2.72E+12,3.84E-07,4.4079E+18,6.502E-07
2807.5,2.72E+12,3.84E-07,4.4094E+18,6.502E-07
2808.5,2.72E+12,3.84E-07,4.4109E+18,6.502E-07
2809.5,2.72E+12,3.84E-07,4.4123E+18,6.502E-07
2810.5,2.72E+12,3.84E-07,4.4138E+18,6.502E-07
2811.5,2.72E+12,3.84E-07,4.4153E+18,6.502E-07
2812.5,2.72E+12,3.84E-07,4.4167E+18,6.502E-07
2813.5,2.72E+12,3.84E-07,4.4182E+18,6.502E-07
2814.5,2.72E+12,3.84E-07,4.4197E+18,6.502E-07
2815.5,2.72E+12,0.000000384,4.4212E+18,6.502E-07
2816.5,2.72E+12,3.84E-07,4.4226E+18,6.502E-07
2817.5,2.72E+12,3.84E-07,4.4241E+18,6.502E-07
2818.5,2.72E+12,3.84E-07,4.4256E+18,6.502E-07
2819.5,2.72E+12,3.84E-07,4.4271E+18,6.502E-07
2820.5,2.72E+12,3.84E-07,4.4285E+18,6.502E-07
2821.5,2.72E+12,3.84E-07,4.43E+18,6.502E-07
2822.5,2.72E+12,3.84E-07,4.4315E+18,6.502E-07
2823.5,2.72E+12,3.84E-07,4.4329E+18,6.502E-07
2824.5,2.72E+12,3.84E-07,4.4344E+18,6.502E-07
2825.5,2.72E+12,3.84E-07,4.4359E+18,6.5025E-07
2826.5,2.72E+12,3.84E-07,4.4374E+18,6.5025E-07
2827.5,2.72E+12,3.84E-07,4.4388E+18,6.5025E-07
2828.5,2.72E+12,3.84E-07,4.4403E+18,6.5025E-07
2829.5,2.72E+12,3.84E-07,4.4418E+18,6.5025E-07
2830.5,2.72E+12,3.84E-07,4.4433E+18,6.5025E-07
2831.5,2.71E+12,3.84E-07,4.4447E+18,6.5025E-07
2832.5,2.71E+12,3.84E-07,4.4462E+18,6.5025E-07
2833.5,2.71E+12,3.84E-07,4.4477E+18,6.5025E-07
2834.5,2.71E+12,3.84E-07,4.4491E+18,6.5025E-07
2835.5,2.71E+12,3.84E-07,4.4506E+18,6.5025E-07
2836.5,2.71E+12,3.84E-07,4.4521E+18,6.5025E-07
