time,void_total_density,void_average_radius,frank_total_density,frank_average_radius
0,0,0,0,0
1.00E-12,5.32E-17,1.77E-07,3580.7,3.4872E-07
1.10E-11,9.15E-16,1.77E-07,39387,3.4872E-07
1.11E-10,1.13E-13,1.77E-07,397450,3.4872E-07
1.11E-09,8.20E-11,1.77E-07,3978100,3.4872E-07
1.11E-08,7.94E-08,1.77E-07,39785000,3.4872E-07
1.11E-07,0.000079192,1.77E-07,397850000,3.4872E-07
1.11E-06,0.079138,1.77E-07,3978700000,3.4871E-07
1.11E-05,78.822,1.77E-07,40019000000,3.4815E-07
0.00011111,72981,1.77E-07,5.8789E+11,3.17915E-07
0.0011111,27192000,1.77E-07,1.144E+13,3.0788E-07
0.011111,4942500000,1.77E-07,7.4921E+13,4.40855E-07
0.11111,3.03E+11,1.77E-07,5.0515E+14,5.7235E-07
0.53505,5.94E+12,1.78E-07,2.0344E+15,5.907E-07
1.535,4.09E+13,1.80E-07,5.4519E+15,5.914E-07
2.535,7.92E+13,1.83E-07,8.5303E+15,5.9225E-07
3.535,9.88E+13,1.87E-07,1.1272E+16,5.9455E-07
4.535,1.02E+14,1.91E-07,1.3778E+16,5.9755E-07
5.535,9.76E+13,1.95E-07,1.6139E+16,6.0075E-07
6.535,9.09E+13,1.98E-07,1.8412E+16,6.037E-07
7.535,8.39E+13,2.01E-07,2.0624E+16,6.064E-07
8.535,7.72E+13,2.04E-07,2.2793E+16,6.088E-07
9.535,7.13E+13,2.07E-07,2.4928E+16,6.1095E-07
10.535,6.59E+13,2.10E-07,2.7036E+16,6.1285E-07
11.535,6.12E+13,2.12E-07,2.9121E+16,6.145E-07
12.535,5.70E+13,0.000000215,3.1189E+16,0.000000616
13.535,5.33E+13,2.17E-07,3.324E+16,6.1735E-07
14.535,4.99E+13,2.20E-07,3.5277E+16,6.186E-07
15.535,4.70E+13,2.22E-07,3.7302E+16,6.197E-07
16.535,4.43E+13,2.24E-07,3.9315E+16,6.207E-07
17.535,4.20E+13,2.26E-07,4.1319E+16,6.216E-07
18.535,3.98E+13,2.28E-07,4.3314E+16,6.2245E-07
19.535,3.79E+13,2.30E-07,4.53E+16,6.2325E-07
20.535,3.61E+13,2.32E-07,4.7279E+16,6.2395E-07
21.535,3.45E+13,2.34E-07,4.925E+16,6.246E-07
22.535,3.31E+13,2.36E-07,5.1215E+16,6.252E-07
23.535,3.17E+13,2.38E-07,5.3174E+16,6.258E-07
24.535,3.05E+13,2.40E-07,5.5127E+16,6.2635E-07
25.535,2.94E+13,2.41E-07,5.7074E+16,6.2685E-07
26.535,2.83E+13,2.43E-07,5.9016E+16,6.273E-07
27.535,2.74E+13,2.45E-07,6.0953E+16,6.2775E-07
28.535,2.65E+13,2.46E-07,6.2886E+16,6.2815E-07
29.535,2.56E+13,2.48E-07,6.4814E+16,6.2855E-07
30.535,2.49E+13,2.49E-07,6.6737E+16,6.2895E-07
31.535,2.41E+13,2.51E-07,6.8657E+16,6.293E-07
32.535,2.35E+13,2.52E-07,7.0572E+16,6.296E-07
33.535,2.28E+13,2.54E-07,7.2484E+16,6.2995E-07
34.535,2.22E+13,2.55E-07,7.4392E+16,6.3025E-07
35.535,2.17E+13,2.56E-07,7.6297E+16,6.3055E-07
36.535,2.12E+13,2.58E-07,7.8198E+16,6.308E-07
37.535,2.07E+13,2.59E-07,8.0096E+16,6.3105E-07
38.535,2.02E+13,2.60E-07,8.1991E+16,6.313E-07
39.535,1.97E+13,2.61E-07,8.3883E+16,6.3155E-07
40.535,1.93E+13,2.62E-07,8.5772E+16,6.318E-07
41.535,1.89E+13,2.64E-07,8.7658E+16,0.000000632
42.535,1.85E+13,2.65E-07,8.9541E+16,6.3225E-07
43.535,1.82E+13,2.66E-07,9.1421E+16,6.3245E-07
44.535,1.78E+13,2.67E-07,9.3299E+16,6.3265E-07
45.535,1.75E+13,2.68E-07,9.5174E+16,6.3285E-07
46.535,1.72E+13,2.69E-07,9.7047E+16,0.000000633
47.535,1.69E+13,2.70E-07,9.8917E+16,6.332E-07
48.535,1.66E+13,2.71E-07,1.0078E+17,6.3335E-07
49.535,1.63E+13,2.72E-07,1.0265E+17,6.3355E-07
50.535,1.61E+13,2.73E-07,1.0451E+17,6.337E-07
51.535,1.58E+13,2.74E-07,1.0637E+17,6.3385E-07
52.535,1.56E+13,2.75E-07,1.0823E+17,0.000000634
53.535,1.54E+13,2.75E-07,1.1009E+17,6.3415E-07
54.535,1.51E+13,2.76E-07,1.1194E+17,6.343E-07
55.535,1.49E+13,2.77E-07,1.138E+17,6.344E-07
56.535,1.47E+13,2.78E-07,1.1565E+17,6.3455E-07
57.535,1.45E+13,2.79E-07,1.175E+17,6.347E-07
58.535,1.43E+13,2.80E-07,1.1934E+17,6.348E-07
59.535,1.42E+13,2.80E-07,1.2119E+17,6.3495E-07
60.535,1.40E+13,2.81E-07,1.2303E+17,6.3505E-07
61.535,1.38E+13,2.82E-07,1.2487E+17,6.3515E-07
62.535,1.37E+13,2.83E-07,1.2671E+17,6.353E-07
63.535,1.35E+13,2.83E-07,1.2855E+17,6.354E-07
64.535,1.33E+13,2.84E-07,1.3039E+17,6.355E-07
65.535,1.32E+13,2.85E-07,1.3222E+17,6.356E-07
66.535,1.31E+13,2.85E-07,1.3405E+17,6.357E-07
67.535,1.29E+13,2.86E-07,1.3588E+17,6.358E-07
68.535,1.28E+13,2.87E-07,1.3771E+17,6.359E-07
69.535,1.26E+13,2.87E-07,1.3954E+17,0.000000636
70.535,1.25E+13,2.88E-07,1.4137E+17,6.361E-07
71.535,1.24E+13,2.89E-07,1.4319E+17,6.362E-07
72.535,1.23E+13,2.89E-07,1.4502E+17,6.363E-07
73.535,1.22E+13,2.90E-07,1.4684E+17,6.364E-07
74.535,1.20E+13,2.91E-07,1.4866E+17,6.3645E-07
75.535,1.19E+13,2.91E-07,1.5048E+17,6.3655E-07
76.535,1.18E+13,2.92E-07,1.523E+17,6.3665E-07
77.535,1.17E+13,2.92E-07,1.5411E+17,6.367E-07
78.535,1.16E+13,2.93E-07,1.5593E+17,6.368E-07
79.535,1.15E+13,2.93E-07,1.5774E+17,6.3685E-07
80.535,1.14E+13,2.94E-07,1.5956E+17,6.3695E-07
81.535,1.13E+13,2.94E-07,1.6137E+17,0.000000637
82.535,1.12E+13,2.95E-07,1.6318E+17,6.371E-07
83.535,1.12E+13,2.95E-07,1.6499E+17,6.3715E-07
84.535,1.11E+13,0.000000296,1.6679E+17,6.3725E-07
85.535,1.10E+13,2.97E-07,1.686E+17,6.373E-07
86.535,1.09E+13,2.97E-07,1.704E+17,6.374E-07
87.535,1.08E+13,2.97E-07,1.7221E+17,6.3745E-07
88.535,1.07E+13,2.98E-07,1.7401E+17,6.375E-07
89.535,1.07E+13,2.98E-07,1.7581E+17,6.376E-07
90.535,1.06E+13,2.99E-07,1.7761E+17,6.3765E-07
91.535,1.05E+13,2.99E-07,1.7941E+17,6.377E-07
92.535,1.04E+13,3.00E-07,1.8121E+17,6.3775E-07
93.535,1.04E+13,3.00E-07,1.8301E+17,6.3785E-07
94.535,1.03E+13,3.01E-07,1.848E+17,6.379E-07
95.535,1.02E+13,3.01E-07,1.866E+17,6.3795E-07
96.535,1.02E+13,3.02E-07,1.8839E+17,0.000000638
97.535,1.01E+13,3.02E-07,1.9018E+17,6.3805E-07
98.535,1.00E+13,3.02E-07,1.9197E+17,6.381E-07
99.535,9.99E+12,3.03E-07,1.9376E+17,6.382E-07
100.54,9.93E+12,3.03E-07,1.9555E+17,6.3825E-07
101.54,9.87E+12,3.04E-07,1.9734E+17,6.383E-07
102.54,9.81E+12,3.04E-07,1.9913E+17,6.3835E-07
103.54,9.75E+12,3.04E-07,2.0092E+17,6.384E-07
104.54,9.70E+12,3.05E-07,2.027E+17,6.3845E-07
105.54,9.64E+12,3.05E-07,2.0449E+17,6.385E-07
106.54,9.59E+12,3.05E-07,2.0627E+17,6.3855E-07
107.54,9.53E+12,3.06E-07,2.0805E+17,6.386E-07
108.54,9.48E+12,3.06E-07,2.0984E+17,6.3865E-07
109.54,9.43E+12,3.07E-07,2.1162E+17,6.387E-07
110.54,9.38E+12,3.07E-07,2.134E+17,6.3875E-07
111.54,9.33E+12,3.07E-07,2.1517E+17,6.388E-07
112.54,9.28E+12,3.08E-07,2.1695E+17,6.3885E-07
113.54,9.24E+12,3.08E-07,2.1873E+17,6.389E-07
114.54,9.19E+12,3.08E-07,2.2051E+17,6.389E-07
115.54,9.14E+12,3.09E-07,2.2228E+17,6.3895E-07
116.54,9.10E+12,3.09E-07,2.2406E+17,0.000000639
117.54,9.05E+12,3.09E-07,2.2583E+17,6.3905E-07
118.54,9.01E+12,3.10E-07,2.276E+17,6.391E-07
119.54,8.97E+12,3.10E-07,2.2938E+17,6.3915E-07
120.54,8.93E+12,3.10E-07,2.3115E+17,6.392E-07
121.54,8.89E+12,3.11E-07,2.3292E+17,6.392E-07
122.54,8.84E+12,3.11E-07,2.3469E+17,6.3925E-07
123.54,8.80E+12,3.11E-07,2.3646E+17,6.393E-07
124.54,8.76E+12,3.11E-07,2.3822E+17,6.3935E-07
125.54,8.73E+12,3.12E-07,2.3999E+17,6.394E-07
126.54,8.69E+12,0.000000312,2.4176E+17,6.394E-07
127.54,8.65E+12,3.12E-07,2.4352E+17,6.3945E-07
128.54,8.61E+12,3.13E-07,2.4529E+17,6.395E-07
129.54,8.58E+12,3.13E-07,2.4705E+17,6.3955E-07
130.54,8.54E+12,3.13E-07,2.4882E+17,6.396E-07
131.54,8.50E+12,3.13E-07,2.5058E+17,6.396E-07
132.54,8.47E+12,3.14E-07,2.5234E+17,6.3965E-07
133.54,8.44E+12,3.14E-07,2.541E+17,6.397E-07
134.54,8.40E+12,3.14E-07,2.5586E+17,6.397E-07
135.54,8.37E+12,3.14E-07,2.5762E+17,6.3975E-07
136.54,8.34E+12,3.15E-07,2.5938E+17,6.398E-07
137.54,8.30E+12,3.15E-07,2.6114E+17,6.3985E-07
138.54,8.27E+12,3.15E-07,2.629E+17,6.3985E-07
139.54,8.24E+12,3.16E-07,2.6465E+17,6.399E-07
140.54,8.21E+12,3.16E-07,2.6641E+17,6.3995E-07
141.54,8.18E+12,3.16E-07,2.6816E+17,6.3995E-07
142.54,8.15E+12,3.16E-07,2.6992E+17,0.00000064
143.54,8.12E+12,3.17E-07,2.7167E+17,6.4005E-07
144.54,8.09E+12,3.17E-07,2.7343E+17,6.4005E-07
145.54,8.06E+12,3.17E-07,2.7518E+17,6.401E-07
146.54,8.03E+12,3.17E-07,2.7693E+17,6.4015E-07
147.54,8.00E+12,3.17E-07,2.7868E+17,6.4015E-07
148.54,7.97E+12,3.18E-07,2.8043E+17,6.402E-07
149.54,7.95E+12,3.18E-07,2.8218E+17,6.402E-07
150.54,7.92E+12,3.18E-07,2.8393E+17,6.4025E-07
151.54,7.89E+12,3.18E-07,2.8568E+17,6.403E-07
152.54,7.86E+12,3.19E-07,2.8743E+17,6.403E-07
153.54,7.84E+12,3.19E-07,2.8918E+17,6.4035E-07
154.54,7.81E+12,3.19E-07,2.9092E+17,6.4035E-07
155.54,7.79E+12,3.19E-07,2.9267E+17,6.404E-07
156.54,7.76E+12,3.19E-07,2.9441E+17,6.4045E-07
157.54,7.74E+12,3.20E-07,2.9616E+17,6.4045E-07
158.54,7.71E+12,3.20E-07,2.979E+17,6.405E-07
159.54,7.69E+12,3.20E-07,2.9965E+17,6.405E-07
160.54,7.66E+12,3.20E-07,3.0139E+17,6.4055E-07
161.54,7.64E+12,3.21E-07,3.0313E+17,6.4055E-07
162.54,7.61E+12,3.21E-07,3.0488E+17,6.406E-07
163.54,7.59E+12,3.21E-07,3.0662E+17,6.4065E-07
164.54,7.57E+12,3.21E-07,3.0836E+17,6.4065E-07
165.54,7.55E+12,3.21E-07,3.101E+17,6.407E-07
166.54,7.52E+12,3.22E-07,3.1184E+17,6.407E-07
167.54,7.50E+12,3.22E-07,3.1358E+17,6.4075E-07
168.54,7.48E+12,3.22E-07,3.1532E+17,6.4075E-07
169.54,7.46E+12,3.22E-07,3.1705E+17,6.408E-07
170.54,7.43E+12,3.22E-07,3.1879E+17,6.408E-07
171.54,7.41E+12,3.23E-07,3.2053E+17,6.4085E-07
172.54,7.39E+12,3.23E-07,3.2226E+17,6.4085E-07
173.54,7.37E+12,3.23E-07,3.24E+17,6.409E-07
174.54,7.35E+12,3.23E-07,3.2573E+17,6.409E-07
175.54,7.33E+12,3.23E-07,3.2747E+17,6.4095E-07
176.54,7.31E+12,3.23E-07,3.292E+17,6.4095E-07
177.54,7.29E+12,3.24E-07,3.3094E+17,0.000000641
178.54,7.27E+12,3.24E-07,3.3267E+17,0.000000641
179.54,7.25E+12,3.24E-07,3.344E+17,6.4105E-07
180.54,7.23E+12,3.24E-07,3.3613E+17,6.4105E-07
181.54,7.21E+12,3.24E-07,3.3786E+17,6.411E-07
182.54,7.19E+12,3.24E-07,3.396E+17,6.411E-07
183.54,7.17E+12,3.25E-07,3.4133E+17,6.4115E-07
184.54,7.16E+12,3.25E-07,3.4306E+17,6.4115E-07
185.54,7.14E+12,0.000000325,3.4478E+17,6.412E-07
186.54,7.12E+12,3.25E-07,3.4651E+17,6.412E-07
187.54,7.10E+12,3.25E-07,3.4824E+17,6.412E-07
188.54,7.08E+12,3.26E-07,3.4997E+17,6.4125E-07
189.54,7.06E+12,3.26E-07,3.517E+17,6.4125E-07
190.54,7.05E+12,3.26E-07,3.5342E+17,6.413E-07
191.54,7.03E+12,3.26E-07,3.5515E+17,6.413E-07
192.54,7.01E+12,3.26E-07,3.5688E+17,6.4135E-07
193.54,7.00E+12,3.26E-07,3.586E+17,6.4135E-07
194.54,6.98E+12,3.26E-07,3.6033E+17,6.414E-07
195.54,6.96E+12,3.27E-07,3.6205E+17,6.414E-07
196.54,6.94E+12,3.27E-07,3.6377E+17,6.414E-07
197.54,6.93E+12,3.27E-07,3.655E+17,6.4145E-07
198.54,6.91E+12,3.27E-07,3.6722E+17,6.4145E-07
199.54,6.90E+12,3.27E-07,3.6894E+17,6.415E-07
200.54,6.88E+12,3.27E-07,3.7066E+17,6.415E-07
201.54,6.86E+12,3.28E-07,3.7239E+17,6.415E-07
202.54,6.85E+12,3.28E-07,3.7411E+17,6.4155E-07
203.54,6.83E+12,3.28E-07,3.7583E+17,6.4155E-07
204.54,6.82E+12,3.28E-07,3.7755E+17,6.416E-07
205.54,6.80E+12,3.28E-07,3.7927E+17,6.416E-07
206.54,6.79E+12,3.28E-07,3.8099E+17,6.4165E-07
207.54,6.77E+12,3.28E-07,3.827E+17,6.4165E-07
208.54,6.76E+12,3.29E-07,3.8442E+17,6.4165E-07
209.54,6.74E+12,3.29E-07,3.8614E+17,6.417E-07
210.54,6.73E+12,3.29E-07,3.8786E+17,6.417E-07
211.54,6.71E+12,0.000000329,3.8957E+17,6.417E-07
212.54,6.70E+12,3.29E-07,3.9129E+17,6.4175E-07
213.54,6.68E+12,3.29E-07,3.9301E+17,6.4175E-07
214.54,6.67E+12,3.29E-07,3.9472E+17,6.418E-07
215.54,6.66E+12,3.30E-07,3.9644E+17,6.418E-07
216.54,6.64E+12,3.30E-07,3.9815E+17,6.418E-07
217.54,6.63E+12,3.30E-07,3.9987E+17,6.4185E-07
218.54,6.61E+12,3.30E-07,4.0158E+17,6.4185E-07
219.54,6.60E+12,3.30E-07,4.0329E+17,6.4185E-07
220.54,6.59E+12,3.30E-07,4.0501E+17,6.419E-07
221.54,6.57E+12,3.30E-07,4.0672E+17,6.419E-07
222.54,6.56E+12,3.30E-07,4.0843E+17,6.4195E-07
223.54,6.55E+12,3.31E-07,4.1014E+17,6.4195E-07
224.54,6.53E+12,3.31E-07,4.1185E+17,6.4195E-07
225.54,6.52E+12,3.31E-07,4.1356E+17,0.000000642
226.54,6.51E+12,0.000000331,4.1527E+17,0.000000642
227.54,6.49E+12,3.31E-07,4.1698E+17,0.000000642
228.54,6.48E+12,3.31E-07,4.1869E+17,6.4205E-07
229.54,6.47E+12,3.31E-07,4.204E+17,6.4205E-07
230.54,6.46E+12,3.32E-07,4.2211E+17,6.4205E-07
231.54,6.44E+12,3.32E-07,4.2382E+17,6.421E-07
232.54,6.43E+12,3.32E-07,4.2553E+17,6.421E-07
233.54,6.42E+12,3.32E-07,4.2724E+17,6.421E-07
234.54,6.41E+12,3.32E-07,4.2894E+17,6.4215E-07
235.54,6.40E+12,3.32E-07,4.3065E+17,6.4215E-07
236.54,6.38E+12,3.32E-07,4.3236E+17,6.4215E-07
237.54,6.37E+12,3.32E-07,4.3406E+17,6.422E-07
238.54,6.36E+12,3.32E-07,4.3577E+17,6.422E-07
239.54,6.35E+12,3.33E-07,4.3747E+17,6.422E-07
240.54,6.34E+12,3.33E-07,4.3918E+17,6.4225E-07
241.54,6.33E+12,3.33E-07,4.4088E+17,6.4225E-07
242.54,6.31E+12,3.33E-07,4.4259E+17,6.4225E-07
243.54,6.30E+12,3.33E-07,4.4429E+17,6.423E-07
244.54,6.29E+12,3.33E-07,4.4599E+17,6.423E-07
245.54,6.28E+12,3.33E-07,4.4769E+17,6.423E-07
246.54,6.27E+12,3.33E-07,4.494E+17,6.4235E-07
247.54,6.26E+12,3.34E-07,4.511E+17,6.4235E-07
248.54,6.25E+12,3.34E-07,4.528E+17,6.4235E-07
249.54,6.24E+12,3.34E-07,4.545E+17,6.424E-07
250.54,6.23E+12,3.34E-07,4.562E+17,6.424E-07
251.54,6.21E+12,3.34E-07,4.579E+17,6.424E-07
252.54,6.20E+12,3.34E-07,4.596E+17,6.4245E-07
253.54,6.19E+12,3.34E-07,4.613E+17,6.4245E-07
254.54,6.18E+12,3.34E-07,4.63E+17,6.4245E-07
255.54,6.17E+12,3.34E-07,4.647E+17,6.425E-07
256.54,6.16E+12,3.35E-07,4.664E+17,6.425E-07
257.54,6.15E+12,3.35E-07,4.681E+17,6.425E-07
258.54,6.14E+12,3.35E-07,4.698E+17,6.425E-07
259.54,6.13E+12,3.35E-07,4.715E+17,6.4255E-07
260.54,6.12E+12,3.35E-07,4.7319E+17,6.4255E-07
261.54,6.11E+12,3.35E-07,4.7489E+17,6.4255E-07
262.54,6.10E+12,3.35E-07,4.7659E+17,6.426E-07
263.54,6.09E+12,3.35E-07,4.7828E+17,6.426E-07
264.54,6.08E+12,3.35E-07,4.7998E+17,6.426E-07
265.54,6.07E+12,3.35E-07,4.8167E+17,6.426E-07
266.54,6.06E+12,3.36E-07,4.8337E+17,6.4265E-07
267.54,6.05E+12,3.36E-07,4.8506E+17,6.4265E-07
268.54,6.04E+12,3.36E-07,4.8676E+17,6.4265E-07
269.54,6.03E+12,3.36E-07,4.8845E+17,6.427E-07
270.54,6.02E+12,3.36E-07,4.9015E+17,6.427E-07
271.54,6.01E+12,3.36E-07,4.9184E+17,6.427E-07
272.54,6.00E+12,3.36E-07,4.9353E+17,6.427E-07
273.54,6.00E+12,3.36E-07,4.9522E+17,6.4275E-07
274.54,5.99E+12,3.36E-07,4.9692E+17,6.4275E-07
275.54,5.98E+12,3.36E-07,4.9861E+17,6.4275E-07
276.54,5.97E+12,3.37E-07,5.003E+17,6.428E-07
277.54,5.96E+12,3.37E-07,5.0199E+17,6.428E-07
278.54,5.95E+12,3.37E-07,5.0368E+17,6.428E-07
279.54,5.94E+12,3.37E-07,5.0537E+17,6.428E-07
280.54,5.93E+12,3.37E-07,5.0706E+17,6.4285E-07
281.54,5.92E+12,3.37E-07,5.0875E+17,6.4285E-07
282.54,5.91E+12,3.37E-07,5.1044E+17,6.4285E-07
283.54,5.91E+12,3.37E-07,5.1213E+17,6.4285E-07
284.54,5.90E+12,3.37E-07,5.1382E+17,6.429E-07
285.54,5.89E+12,3.37E-07,5.1551E+17,6.429E-07
286.54,5.88E+12,3.37E-07,5.172E+17,6.429E-07
287.54,5.87E+12,3.38E-07,5.1889E+17,6.429E-07
288.54,5.86E+12,3.38E-07,5.2058E+17,6.4295E-07
289.54,5.85E+12,3.38E-07,5.2226E+17,6.4295E-07
290.54,5.85E+12,3.38E-07,5.2395E+17,6.4295E-07
291.54,5.84E+12,3.38E-07,5.2564E+17,0.000000643
292.54,5.83E+12,3.38E-07,5.2732E+17,0.000000643
293.54,5.82E+12,3.38E-07,5.2901E+17,0.000000643
294.54,5.81E+12,3.38E-07,5.307E+17,0.000000643
295.54,5.80E+12,3.38E-07,5.3238E+17,6.4305E-07
296.54,5.80E+12,3.38E-07,5.3407E+17,6.4305E-07
297.54,5.79E+12,3.38E-07,5.3575E+17,6.4305E-07
298.54,5.78E+12,3.39E-07,5.3744E+17,6.4305E-07
299.54,5.77E+12,3.39E-07,5.3912E+17,6.431E-07
300.54,5.76E+12,3.39E-07,5.408E+17,6.431E-07
301.54,5.76E+12,3.39E-07,5.4249E+17,6.431E-07
302.54,5.75E+12,3.39E-07,5.4417E+17,6.431E-07
303.54,5.74E+12,3.39E-07,5.4585E+17,6.4315E-07
304.54,5.73E+12,3.39E-07,5.4754E+17,6.4315E-07
305.54,5.73E+12,3.39E-07,5.4922E+17,6.4315E-07
306.54,5.72E+12,3.39E-07,5.509E+17,6.4315E-07
307.54,5.71E+12,3.39E-07,5.5258E+17,6.4315E-07
308.54,5.70E+12,3.39E-07,5.5427E+17,6.432E-07
309.54,5.70E+12,3.39E-07,5.5595E+17,6.432E-07
310.54,5.69E+12,3.40E-07,5.5763E+17,6.432E-07
311.54,5.68E+12,3.40E-07,5.5931E+17,6.432E-07
312.54,5.67E+12,3.40E-07,5.6099E+17,6.4325E-07
313.54,5.67E+12,3.40E-07,5.6267E+17,6.4325E-07
314.54,5.66E+12,3.40E-07,5.6435E+17,6.4325E-07
315.54,5.65E+12,3.40E-07,5.6603E+17,6.4325E-07
316.54,5.64E+12,3.40E-07,5.6771E+17,6.433E-07
317.54,5.64E+12,3.40E-07,5.6939E+17,6.433E-07
318.54,5.63E+12,3.40E-07,5.7106E+17,6.433E-07
319.54,5.62E+12,3.40E-07,5.7274E+17,6.433E-07
320.54,5.62E+12,3.40E-07,5.7442E+17,6.4335E-07
321.54,5.61E+12,3.40E-07,5.761E+17,6.4335E-07
322.54,5.60E+12,3.41E-07,5.7778E+17,6.4335E-07
323.54,5.59E+12,3.41E-07,5.7945E+17,6.4335E-07
324.54,5.59E+12,3.41E-07,5.8113E+17,6.4335E-07
325.54,5.58E+12,3.41E-07,5.8281E+17,6.434E-07
326.54,5.57E+12,3.41E-07,5.8448E+17,6.434E-07
327.54,5.57E+12,3.41E-07,5.8616E+17,6.434E-07
328.54,5.56E+12,3.41E-07,5.8783E+17,6.434E-07
329.54,5.55E+12,3.41E-07,5.8951E+17,6.4345E-07
330.54,5.55E+12,3.41E-07,5.9118E+17,6.4345E-07
331.54,5.54E+12,3.41E-07,5.9286E+17,6.4345E-07
332.54,5.53E+12,3.41E-07,5.9453E+17,6.4345E-07
333.54,5.53E+12,3.41E-07,5.9621E+17,6.4345E-07
334.54,5.52E+12,3.41E-07,5.9788E+17,6.435E-07
335.54,5.51E+12,3.42E-07,5.9956E+17,6.435E-07
336.54,5.51E+12,3.42E-07,6.0123E+17,6.435E-07
337.54,5.50E+12,3.42E-07,6.029E+17,6.435E-07
338.54,5.49E+12,3.42E-07,6.0458E+17,6.435E-07
339.54,5.49E+12,3.42E-07,6.0625E+17,6.4355E-07
340.54,5.48E+12,3.42E-07,6.0792E+17,6.4355E-07
341.54,5.47E+12,3.42E-07,6.0959E+17,6.4355E-07
342.54,5.47E+12,3.42E-07,6.1127E+17,6.4355E-07
343.54,5.46E+12,3.42E-07,6.1294E+17,6.436E-07
344.54,5.46E+12,3.42E-07,6.1461E+17,6.436E-07
345.54,5.45E+12,3.42E-07,6.1628E+17,6.436E-07
346.54,5.44E+12,3.42E-07,6.1795E+17,6.436E-07
347.54,5.44E+12,3.42E-07,6.1962E+17,6.436E-07
348.54,5.43E+12,3.42E-07,6.2129E+17,6.4365E-07
349.54,5.42E+12,3.43E-07,6.2296E+17,6.4365E-07
350.54,5.42E+12,3.43E-07,6.2463E+17,6.4365E-07
351.54,5.41E+12,3.43E-07,6.263E+17,6.4365E-07
352.54,5.41E+12,3.43E-07,6.2797E+17,6.4365E-07
353.54,5.40E+12,3.43E-07,6.2964E+17,6.437E-07
354.54,5.39E+12,3.43E-07,6.3131E+17,6.437E-07
355.54,5.39E+12,3.43E-07,6.3298E+17,6.437E-07
356.54,5.38E+12,3.43E-07,6.3464E+17,6.437E-07
357.54,5.38E+12,3.43E-07,6.3631E+17,6.437E-07
358.54,5.37E+12,3.43E-07,6.3798E+17,6.4375E-07
359.54,5.36E+12,3.43E-07,6.3965E+17,6.4375E-07
360.54,5.36E+12,3.43E-07,6.4131E+17,6.4375E-07
361.54,5.35E+12,3.43E-07,6.4298E+17,6.4375E-07
362.54,5.35E+12,3.43E-07,6.4465E+17,6.4375E-07
363.54,5.34E+12,3.43E-07,6.4631E+17,6.438E-07
364.54,5.34E+12,3.44E-07,6.4798E+17,6.438E-07
365.54,5.33E+12,3.44E-07,6.4965E+17,6.438E-07
366.54,5.32E+12,3.44E-07,6.5131E+17,6.438E-07
367.54,5.32E+12,3.44E-07,6.5298E+17,6.438E-07
368.54,5.31E+12,3.44E-07,6.5464E+17,6.4385E-07
369.54,5.31E+12,3.44E-07,6.5631E+17,6.4385E-07
370.54,5.30E+12,3.44E-07,6.5797E+17,6.4385E-07
371.54,5.30E+12,3.44E-07,6.5963E+17,6.4385E-07
372.54,5.29E+12,3.44E-07,6.613E+17,6.4385E-07
373.54,5.28E+12,3.44E-07,6.6296E+17,6.439E-07
374.54,5.28E+12,3.44E-07,6.6463E+17,6.439E-07
375.54,5.27E+12,3.44E-07,6.6629E+17,6.439E-07
376.54,5.27E+12,3.44E-07,6.6795E+17,6.439E-07
377.54,5.26E+12,3.44E-07,6.6962E+17,6.439E-07
378.54,5.26E+12,3.44E-07,6.7128E+17,6.439E-07
379.54,5.25E+12,3.45E-07,6.7294E+17,6.4395E-07
380.54,5.25E+12,3.45E-07,6.746E+17,6.4395E-07
381.54,5.24E+12,3.45E-07,6.7626E+17,6.4395E-07
382.54,5.24E+12,3.45E-07,6.7793E+17,6.4395E-07
383.54,5.23E+12,3.45E-07,6.7959E+17,6.4395E-07
384.54,5.23E+12,3.45E-07,6.8125E+17,0.000000644
385.54,5.22E+12,3.45E-07,6.8291E+17,0.000000644
386.54,5.21E+12,3.45E-07,6.8457E+17,0.000000644
387.54,5.21E+12,3.45E-07,6.8623E+17,0.000000644
388.54,5.20E+12,3.45E-07,6.8789E+17,0.000000644
389.54,5.20E+12,3.45E-07,6.8955E+17,0.000000644
390.54,5.19E+12,3.45E-07,6.9121E+17,6.4405E-07
391.54,5.19E+12,3.45E-07,6.9287E+17,6.4405E-07
392.54,5.18E+12,3.45E-07,6.9453E+17,6.4405E-07
393.54,5.18E+12,3.45E-07,6.9619E+17,6.4405E-07
394.54,5.17E+12,3.45E-07,6.9785E+17,6.4405E-07
395.54,5.17E+12,3.46E-07,6.9951E+17,6.441E-07
396.54,5.16E+12,3.46E-07,7.0116E+17,6.441E-07
397.54,5.16E+12,3.46E-07,7.0282E+17,6.441E-07
398.54,5.15E+12,3.46E-07,7.0448E+17,6.441E-07
399.54,5.15E+12,3.46E-07,7.0614E+17,6.441E-07
400.54,5.14E+12,3.46E-07,7.078E+17,6.441E-07
401.54,5.14E+12,3.46E-07,7.0945E+17,6.4415E-07
402.54,5.13E+12,3.46E-07,7.1111E+17,6.4415E-07
403.54,5.13E+12,3.46E-07,7.1277E+17,6.4415E-07
404.54,5.12E+12,3.46E-07,7.1442E+17,6.4415E-07
405.54,5.12E+12,3.46E-07,7.1608E+17,6.4415E-07
406.54,5.11E+12,3.46E-07,7.1773E+17,6.4415E-07
